	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
986	ENST00000363384.1	ENST00000657597.1_2	chr1	43034703	43034810	RNU6-536P	+	snRNA	chr1	42928956	43122861	CCDC30	+	protein_coding	107	same	11318_ID	chr1	43034704	43034810	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	11	20
1013	ENST00000363518.1	ENST00000389082.10_4	chr12	31549323	31549435	RNU6-618P	+	snRNA	chr12	31535159	31744070	DENND5B	-	protein_coding	112	opposite	11383_ID	chr12	31549324	31549435	112	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	17	20
1098	ENST00000363944.1	ENST00000353364.7_2	chr12	62727871	62727978	RNU6-595P	-	snRNA	chr12	62654118	62810169	USP15	+	protein_coding	107	opposite	11365_ID	chr12	62727872	62727978	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	20
1157	ENST00000364306.1	ENST00000261509.10_2	chr4	169806505	169806612	RNU6-853P	+	snRNA	chr4	169418216	169849608	PALLD	+	protein_coding	107	same	11559_ID	chr4	169806506	169806612	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	20
1430	ENST00000367685.5_3	ENST00000251507.8_1	chr1	174417101	174418683	GPR52	+	protein_coding	chr1	174128654	174927319	RABGAP1L	+	protein_coding	1582	same	7165_ID	chr1	174417102	174418683	1582	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	13	20
1490	ENST00000372090.6_2	ENST00000671898.1_3	chr1	45805841	45809645	TOE1	+	protein_coding	chr1	45794933	45956827	AL451136.1	-	nonsense_mediated_decay	3922	opposite	12758_ID	chr1	45805842	45809645	3804	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	20
1659	ENST00000383886.1	ENST00000261509.10_2	chr4	169607758	169607867	RNU6-1336P	-	snRNA	chr4	169418216	169849608	PALLD	+	protein_coding	109	opposite	11018_ID	chr4	169607759	169607867	109	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	20
1684	ENST00000383957.1	ENST00000627582.3_2	chr1	172335679	172335786	RNU6-157P	+	snRNA	chr1	171810637	172381857	DNM3	+	protein_coding	107	same	11038_ID	chr1	172335680	172335786	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	17	20
1729	ENST00000384061.1	ENST00000358450.8_4	chr2	178903628	178903731	RNU6-629P	+	snRNA	chr2	178492796	178973066	PDE11A	-	protein_coding	103	opposite	11393_ID	chr2	178903629	178903731	103	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
1749	ENST00000384129.1	ENST00000367682.6_1	chr6	139180163	139180270	RNU6-427P	-	snRNA	chr6	139117247	139225207	ECT2L	+	protein_coding	107	opposite	11229_ID	chr6	139180164	139180270	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	20
1801	ENST00000384276.1	ENST00000221455.8_3	chr19	45550715	45550819	RNU6-611P	+	snRNA	chr19	45542302	45574214	CLASRP	+	protein_coding	104	same	11380_ID	chr19	45550716	45550819	104	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
2115	ENST00000385019.1	ENST00000355667.11_5	chr19	10928101	10928172	MIR199A1	-	miRNA	chr19	10828754	10942579	DNM2	+	protein_coding	71	opposite	8161_ID	chr19	10928102	10928172	71	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	20
2202	ENST00000385214.1	ENST00000627582.3_2	chr1	172107937	172108047	MIR214	-	miRNA	chr1	171810637	172381857	DNM3	+	protein_coding	110	opposite	8179_ID	chr1	172107938	172108047	110	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	20
2218	ENST00000385237.1	ENST00000355667.11_5	chr19	10829079	10829179	MIR638	+	miRNA	chr19	10828754	10942579	DNM2	+	protein_coding	100	same	9045_ID	chr19	10829080	10829179	100	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
2252	ENST00000385289.1	ENST00000627582.3_2	chr1	172113674	172113784	MIR199A2	-	miRNA	chr1	171810637	172381857	DNM3	+	protein_coding	110	opposite	8162_ID	chr1	172113675	172113784	110	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	20
2394	ENST00000391028.1	ENST00000359520.12_2	chr14	102968012	102968116	RNU6-244P	+	snRNA	chr14	102829277	102968814	TECPR2	+	protein_coding	104	same	11095_ID	chr14	102968013	102968116	104	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	20	20
2425	ENST00000391139.1	ENST00000621949.2_1	chr9	42378940	42379047	RNU6-1269P	+	snRNA	chr9	42341915	42408204	ANKRD20A3P	+	protein_coding	107	same	10964_ID	chr9	42378941	42379047	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	20
2428	ENST00000391145.1	ENST00000357244.7_5	chr9	125642491	125642602	SNORD90	-	snoRNA	chr9	125606834	125667638	RC3H2	-	protein_coding	111	same	12460_ID	chr9	125642492	125642602	111	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	20
2507	ENST00000396623.8_4	ENST00000648156.1_1	chr8	67344738	67381142	ADHFE1	+	protein_coding	chr8	67344720	67430759	AC009879.3	+	nonsense_mediated_decay	36416	same	4360_ID	chr8	67344739	67381142	36404	*	+	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	1	20
2701	ENST00000408251.1	ENST00000335750.7_2	chr14	79084208	79084318	AC008045.1	+	miRNA	chr14	78636715	80334634	NRXN3	+	protein_coding	110	same	683_ID	chr14	79084209	79084318	110	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	20
2737	ENST00000408337.1	ENST00000615603.4_5	chr3	71591120	71591240	MIR1284	-	miRNA	chr3	71003865	71633140	FOXP1	-	protein_coding	120	same	8044_ID	chr3	71591121	71591240	120	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
2747	ENST00000408353.1	ENST00000392533.8_4	chr12	118604603	118604676	AC026366.1	+	miRNA	chr12	118587605	118810712	TAOK3	-	protein_coding	73	opposite	2139_ID	chr12	118604604	118604676	73	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	17	20
2814	ENST00000408519.1	ENST00000645793.1_4	chr8	72361929	72362043	AC099805.1	+	miRNA	chr8	72109745	72460296	EYA1	-	protein_coding	114	opposite	3396_ID	chr8	72361930	72362043	114	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	20
2859	ENST00000408618.1	ENST00000432587.6_1	chr1	167967897	167967964	MIR1255B2	+	miRNA	chr1	167905796	168045079	DCAF6	+	protein_coding	67	same	8007_ID	chr1	167967898	167967964	67	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	20
3047	ENST00000410323.1	ENST00000299314.12_4	chr12	102159183	102159287	RNU6-101P	-	snRNA	chr12	102139276	102224737	GNPTAB	-	protein_coding	104	same	10770_ID	chr12	102159184	102159287	104	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	20
3060	ENST00000410381.1	ENST00000370460.7_4	chrX	147903687	147903972	RN7SKP267	-	misc_RNA	chrX	147582136	148082193	AFF2	+	protein_coding	285	opposite	9866_ID	chrX	147903688	147903972	285	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	20
3084	ENST00000410439.1	ENST00000540630.5_1	chr10	69917835	69918165	RN7SKP202	+	misc_RNA	chr10	69865873	69971769	MYPN	+	protein_coding	330	same	9821_ID	chr10	69917836	69918165	330	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	20
3193	ENST00000411000.1	ENST00000299314.12_4	chr12	102190187	102190280	RNU6-172P	-	snRNA	chr12	102139276	102224737	GNPTAB	-	protein_coding	93	same	11049_ID	chr12	102190188	102190280	93	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
3301	ENST00000411969.1_3	ENST00000490103.6_4	chr22	29909877	29931379	AC005529.1	-	lncRNA	chr22	29901867	29949746	THOC5	-	protein_coding	21502	same	309_ID	chr22	29909878	29931379	21502	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	8	20
3362	ENST00000413494.1_3	ENST00000324198.11_2	chr22	25976207	25977349	AL022329.2	-	lncRNA	chr22	25960641	26125261	GRK3	+	protein_coding	1142	opposite	4484_ID	chr22	25976208	25977349	1142	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
3386	ENST00000414227.1_3	ENST00000394507.5_5	chr7	91829327	91836171	AC000120.1	-	lncRNA	chr7	91828282	91875414	KRIT1	-	protein_coding	6844	same	23_ID	chr7	91829328	91836171	6844	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	19	20
3416	ENST00000414890.1_1	ENST00000251507.8_1	chr1	174866094	174867133	RABGAP1L-IT1	+	lncRNA	chr1	174128654	174927319	RABGAP1L	+	protein_coding	1039	same	9695_ID	chr1	174866095	174867133	1039	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	19	20
3449	ENST00000415423.1_3	ENST00000372228.9_4	chr9	134391944	134397616	AL358781.2	-	lncRNA	chr9	134378175	134399186	POMT1	+	protein_coding	5672	opposite	5464_ID	chr9	134391945	134397616	5672	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	14	20
3456	ENST00000415589.1_3	ENST00000399503.4_2	chr5	56137842	56157991	AC008937.2	-	lncRNA	chr5	56111375	56191979	MAP3K1	+	protein_coding	20149	opposite	833_ID	chr5	56137843	56157991	20149	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	20
3512	ENST00000417354.3_4	ENST00000627582.3_2	chr1	172107536	172113980	DNM3OS	-	lncRNA	chr1	171810637	172381857	DNM3	+	protein_coding	6444	opposite	6830_ID	chr1	172107537	172113980	6444	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	20
3591	ENST00000419596.1_1	ENST00000485760.5_3	chr1	58525810	58545946	AL445193.2	+	lncRNA	chr1	57463571	59012406	DAB1	-	processed_transcript	20136	opposite	5615_ID	chr1	58525811	58545946	20136	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	20
3613	ENST00000420058.1_3	ENST00000448002.6_3	chr7	102613968	102629303	NFE4	+	lncRNA	chr7	102453676	102715286	FBXL13	-	nonsense_mediated_decay	15335	opposite	9256_ID	chr7	102613969	102629303	15335	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	20
3641	ENST00000420845.1_3	ENST00000254667.8_3	chr10	129727639	129732781	AL158166.2	-	lncRNA	chr10	129705366	129884119	PTPRE	+	protein_coding	5142	opposite	5106_ID	chr10	129727640	129732781	5142	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
3675	ENST00000421759.1_1	ENST00000409245.5_3	chr2	47294960	47298343	AC073283.1	+	lncRNA	chr2	47143295	47301187	TTC7A	+	protein_coding	3383	same	2517_ID	chr2	47294961	47298343	3383	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20	20
3691	ENST00000422038.1_1	ENST00000485760.5_3	chr1	57852247	57853122	AL390243.1	+	lncRNA	chr1	57463571	59012406	DAB1	-	processed_transcript	875	opposite	5553_ID	chr1	57852248	57853122	875	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	20
3699	ENST00000422201.1_3	ENST00000409245.5_3	chr2	47262417	47267663	AC093732.1	-	lncRNA	chr2	47143295	47301187	TTC7A	+	protein_coding	5246	opposite	3241_ID	chr2	47262418	47267663	5246	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	20
3798	ENST00000424776.5_2	ENST00000317135.13_5	chrX	114423972	114427431	RBMXL3	+	protein_coding	chrX	114345178	114468659	LRCH2	-	protein_coding	3459	opposite	9721_ID	chrX	114423973	114427431	3459	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
3982	ENST00000430586.1_1	ENST00000335681.10_2	chr2	101439122	101463682	AC092168.2	+	lncRNA	chr2	101436600	101613291	NPAS2	+	protein_coding	24560	same	3066_ID	chr2	101439123	101463682	24560	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
4068	ENST00000433110.1_1	ENST00000254667.8_3	chr10	129732961	129734431	AL158166.1	+	lncRNA	chr10	129705366	129884119	PTPRE	+	protein_coding	1470	same	5105_ID	chr10	129732962	129734431	1470	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
4153	ENST00000435346.1_1	ENST00000370460.7_4	chrX	147628398	147628918	AFF2-IT1	+	lncRNA	chrX	147582136	148082193	AFF2	+	protein_coding	520	same	4409_ID	chrX	147628399	147628918	520	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
4157	ENST00000435478.1_1	ENST00000296474.8_5	chr3	49936734	49941190	AC105935.2	+	lncRNA	chr3	49924434	49941306	MST1R	-	protein_coding	4456	opposite	3624_ID	chr3	49936735	49941190	4456	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	20
4324	ENST00000440094.2_3	ENST00000377636.8_5	chr13	75949646	75951430	AL139230.1	-	lncRNA	chr13	75857638	76056305	TBC1D4	-	protein_coding	1784	same	5017_ID	chr13	75949647	75951430	1784	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
4362	ENST00000441146.1_1	ENST00000427190.6_4	chrX	30689751	30690283	GK-IT1	+	lncRNA	chrX	30671539	30749579	GK	+	protein_coding	532	same	7128_ID	chrX	30689752	30690283	532	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	20
4418	ENST00000442605.1_3	ENST00000398341.7_1	chr21	43980483	43982044	AP001625.2	-	lncRNA	chr21	43919741	44001550	SLC37A1	+	protein_coding	1561	opposite	6155_ID	chr21	43980484	43982044	1561	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	20
4451	ENST00000443919.1_1	ENST00000370397.8_4	chr10	101949792	101950504	AL138921.2	+	lncRNA	chr10	101948056	101989353	CHUK	-	protein_coding	712	opposite	4984_ID	chr10	101949793	101950504	712	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20	20
4569	ENST00000447277.1_1	ENST00000284776.11_4	chr4	186587038	186596571	AC108472.1	+	lncRNA	chr4	186506597	186877522	SORBS2	-	protein_coding	9533	opposite	3741_ID	chr4	186587039	186596571	9533	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	20
4571	ENST00000447336.1_1	ENST00000448002.6_3	chr7	102670550	102671801	AC073127.1	+	lncRNA	chr7	102453676	102715286	FBXL13	-	nonsense_mediated_decay	17099	opposite	2505_ID	chr7	102670551	102671801	1251	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	20
4676	ENST00000450520.1	ENST00000621949.2_1	chr9	42363047	42367092	RP11-216M21.7	-	antisense	chr9	42341915	42408204	ANKRD20A3P	+	protein_coding	4045	opposite	11882_ID	chr9	42363048	42367092	4045	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	21
4682	ENST00000450800.1_1	ENST00000627582.3_2	chr1	171833326	171833827	DNM3-IT1	+	lncRNA	chr1	171810637	172381857	DNM3	+	protein_coding	501	same	6829_ID	chr1	171833327	171833827	501	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
4757	ENST00000452442.5_3	ENST00000251507.8_1	chr1	174904083	174923398	RABGAP1L-AS1	-	lncRNA	chr1	174128654	174927319	RABGAP1L	+	protein_coding	19315	opposite	9694_ID	chr1	174904084	174923398	19315	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	19	20
4804	ENST00000453835.1_1	ENST00000413817.8_5	chr22	50753059	50754437	CR559946.1	+	lncRNA	chr22	50747458	50765441	DENND6B	-	protein_coding	1378	opposite	6707_ID	chr22	50753060	50754437	1378	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	9	20
4913	ENST00000456728.1_1	ENST00000284776.11_4	chr4	186839293	186840614	AC096659.1	+	lncRNA	chr4	186506597	186877522	SORBS2	-	protein_coding	1321	opposite	3285_ID	chr4	186839294	186840614	1321	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
4924	ENST00000457053.1_3	ENST00000358450.8_4	chr2	178817837	178876716	AC011998.2	-	lncRNA	chr2	178492796	178973066	PDE11A	-	protein_coding	58879	same	1318_ID	chr2	178817838	178876716	58879	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	20
4926	ENST00000457081.1_3	ENST00000355286.12_4	chr6	133773994	133777743	AL024497.2	-	lncRNA	chr6	133562494	133853266	EYA4	+	protein_coding	3749	opposite	4501_ID	chr6	133773995	133777743	3749	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	6	20
4947	ENST00000457412.6_3	ENST00000485760.5_3	chr1	58328126	58346577	DAB1-AS1	+	lncRNA	chr1	57463571	59012406	DAB1	-	processed_transcript	20374	opposite	6764_ID	chr1	58328127	58346577	18451	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	20
5038	ENST00000459042.1	ENST00000485760.5_3	chr1	58222755	58222848	AL137855.1	+	miRNA	chr1	57463571	59012406	DAB1	-	processed_transcript	93	opposite	4961_ID	chr1	58222756	58222848	93	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	20
5065	ENST00000459199.1	ENST00000335750.7_2	chr14	78864220	78864302	AC007056.1	-	miRNA	chr14	78636715	80334634	NRXN3	+	protein_coding	82	opposite	502_ID	chr14	78864221	78864302	82	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	20
5082	ENST00000459286.1	ENST00000448002.6_3	chr7	102497896	102498202	RN7SKP198	+	misc_RNA	chr7	102453676	102715286	FBXL13	-	nonsense_mediated_decay	306	opposite	9817_ID	chr7	102497897	102498202	306	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	17	20
5102	ENST00000459408.1	ENST00000369002.9_4	chr6	108251291	108251386	RNU6-437P	+	snRNA	chr6	108188959	108279412	SEC63	-	protein_coding	95	opposite	11240_ID	chr6	108251292	108251386	95	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
5258	ENST00000467795.2	ENST00000538366.5_3	chr1	169927084	169927387	RN7SL269P	-	misc_RNA	chr1	169890471	170043879	KIFAP3	-	protein_coding	303	same	10067_ID	chr1	169927085	169927387	303	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	19	20
5282	ENST00000469545.2	ENST00000263736.5_4	chr2	45796339	45796631	RN7SL414P	-	misc_RNA	chr2	45615818	45838406	SRBD1	-	protein_coding	292	same	10167_ID	chr2	45796340	45796631	292	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	20
5292	ENST00000469988.2	ENST00000578646.5_1	chr18	19373843	19374118	RN7SL233P	+	misc_RNA	chr18	19284917	19444935	MIB1	+	processed_transcript	275	same	10039_ID	chr18	19373844	19374118	275	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	20
5297	ENST00000470427.1_1	ENST00000311128.10_4	chr3	57614536	57640645	DENND6A-AS1	+	lncRNA	chr3	57611180	57678804	DENND6A	-	protein_coding	26109	opposite	6788_ID	chr3	57614537	57640645	26109	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	10	20
5508	ENST00000484682.2_3	ENST00000646701.1_1	chr22	32321504	32341332	C22orf24	-	lncRNA	chr22	32150884	32352230	Z82190.2	+	protein_coding	20000	opposite	6505_ID	chr22	32321505	32341332	19828	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20	20
5709	ENST00000498714.1_3	ENST00000615603.4_5	chr3	71619405	71623608	FOXP1-IT1	-	lncRNA	chr3	71003865	71633140	FOXP1	-	protein_coding	4203	same	7069_ID	chr3	71619406	71623608	4203	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
5796	ENST00000503844.1_1	ENST00000442267.3_4	chr4	141633321	141637235	AC096733.1	+	lncRNA	chr4	141541935	141677539	TBC1D9	-	protein_coding	3914	opposite	3293_ID	chr4	141633322	141637235	3914	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
5802	ENST00000503998.1_3	ENST00000265162.10_2	chr4	111433643	111440661	AC098798.1	-	lncRNA	chr4	111397310	111486441	ENPEP	+	protein_coding	7018	opposite	3341_ID	chr4	111433644	111440661	7018	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	7	20
5932	ENST00000507842.1_3	ENST00000261509.10_2	chr4	169569046	169569738	PALLD-AS1	-	lncRNA	chr4	169418216	169849608	PALLD	+	protein_coding	692	opposite	9496_ID	chr4	169569047	169569738	692	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
5941	ENST00000508020.2_1	ENST00000515030.5_3	chr4	185734772	185742454	AC084871.1	+	lncRNA	chr4	185676753	185747972	ACSL1	-	protein_coding	7682	opposite	2772_ID	chr4	185734773	185742454	7682	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	20
5964	ENST00000508985.1_3	ENST00000261509.10_2	chr4	169750069	169754088	AC080188.1	-	lncRNA	chr4	169418216	169849608	PALLD	+	protein_coding	4019	opposite	2707_ID	chr4	169750070	169754088	4019	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	20
5989	ENST00000509820.1_1	ENST00000264990.11_4	chr3	132320231	132337811	ACKR4	+	nonsense_mediated_decay	chr3	132276984	132378653	ACAD11	-	protein_coding	21698	opposite	4324_ID	chr3	132320232	132337811	17580	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	11	20
6097	ENST00000512856.1_1	ENST00000296754.7_6	chr5	96120480	96121703	AC008906.1	+	lncRNA	chr5	96096513	96143803	ERAP1	-	protein_coding	1223	opposite	829_ID	chr5	96120481	96121703	1223	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	13	20
6207	ENST00000515912.1	ENST00000389757.7_2	chr2	159390711	159390796	snoZ5	+	snoRNA	chr2	159313610	159539391	PKP4	+	protein_coding	85	same	12478_ID	chr2	159390712	159390796	85	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	20
6522	ENST00000516834.1	ENST00000448002.6_3	chr7	102475051	102475155	RNU6-1136P	+	snRNA	chr7	102453676	102715286	FBXL13	-	nonsense_mediated_decay	104	opposite	10848_ID	chr7	102475052	102475155	104	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	18	20
6593	ENST00000517031.1	ENST00000271636.12_3	chr1	151500306	151500414	SNORA44	-	snoRNA	chr1	151483862	151511168	CGN	+	protein_coding	108	opposite	12174_ID	chr1	151500307	151500414	108	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	20
6831	ENST00000520980.2_3	ENST00000296701.10_2	chr5	147809721	147810370	AC114939.1	-	lncRNA	chr5	147763497	147822390	FBXO38	+	protein_coding	649	opposite	3879_ID	chr5	147809722	147810370	649	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	20
7216	ENST00000534647.2_2	ENST00000673810.1_1	chr11	57509250	57572243	AP001931.1	+	retained_intron	chr11	57480055	57585903	AP001931.2	+	nonsense_mediated_decay	62993	same	6170_ID	chr11	57509251	57572243	62993	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	2	20
7551	ENST00000552704.1_1	ENST00000399518.3_3	chr15	42298329	42302315	AC039056.1	+	lncRNA	chr15	42273779	42343388	PLA2G4E	-	protein_coding	3986	opposite	2287_ID	chr15	42298330	42302315	3986	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	20
7571	ENST00000553348.1_3	ENST00000335750.7_2	chr14	79538474	79541105	AC026888.1	-	lncRNA	chr14	78636715	80334634	NRXN3	+	protein_coding	2636	opposite	2177_ID	chr14	79538475	79541105	2631	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	20
