"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"ENST_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"ENST_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"
"chr8"	123186241	123201812	"ENSMUST00000019422.5"	"Dpep1"	"+"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	15571	"same"
"chr8"	105995465	106005975	"ENSMUST00000227778.1"	"Dpep2nb"	"-"	"protein_coding"	"chr8"	105991336	106015842	"ENSMUST00000142898.1"	"Dus2"	"+"	"protein_coding"	10510	"opposite"
"chr12"	109649616	109649688	"ENSMUST00000122600.1"	"DQ267100"	"+"	"snoRNA"	"chr12"	109603974	109661716	"ENSMUST00000238468.1"	"Rian"	"+"	"processed_transcript"	72	"same"
"chr12"	109651423	109651496	"ENSMUST00000082562.1"	"DQ267101"	"+"	"snoRNA"	"chr12"	109603974	109661716	"ENSMUST00000238468.1"	"Rian"	"+"	"processed_transcript"	73	"same"
"chr12"	109656344	109656416	"ENSMUST00000082483.1"	"DQ267102"	"+"	"snoRNA"	"chr12"	109603974	109661716	"ENSMUST00000238468.1"	"Rian"	"+"	"processed_transcript"	72	"same"
"chr12"	3752542	3762146	"ENSMUST00000173847.1"	"Dtnbos"	"-"	"antisense"	"chr12"	3572380	3781796	"ENSMUST00000173199.7"	"Dtnb"	"+"	"protein_coding"	9604	"opposite"
"chr14"	26118854	26128337	"ENSMUST00000172038.7"	"Duxbl2"	"+"	"protein_coding"	"chr14"	26082296	26235735	"ENSMUST00000163305.7"	"Cphx3"	"+"	"protein_coding"	11415	"same"
"chrX"	73137231	73149450	"ENSMUST00000080324.3"	"DXBay18"	"-"	"protein_coding"	"chrX"	73107634	73292976	"ENSMUST00000179600.7"	"Xlr5a"	"-"	"protein_coding"	12219	"same"
"chr7"	63916856	63920539	"ENSMUST00000177638.1"	"E030018B13Rik"	"+"	"protein_coding"	"chr7"	63886350	63938915	"ENSMUST00000063694.9"	"Klf13"	"-"	"protein_coding"	3683	"opposite"
"chr5"	25222847	25223153	"ENSMUST00000066954.1"	"E130116L18Rik"	"-"	"protein_coding"	"chr5"	25221903	25225913	"ENSMUST00000196213.1"	"Galnt11"	"+"	"protein_coding"	306	"opposite"
"chr14"	46556302	46568344	"ENSMUST00000129910.1"	"E130120K24Rik"	"+"	"lincRNA"	"chr14"	46528679	46637408	"ENSMUST00000228663.1"	"Gm49319"	"-"	"processed_transcript"	12042	"opposite"
"chr7"	30321739	30323472	"ENSMUST00000098585.3"	"E130208F15Rik"	"+"	"protein_coding"	"chr7"	30321405	30323895	"ENSMUST00000098586.4"	"Sdhaf1"	"-"	"protein_coding"	1733	"opposite"
"chr16"	34943174	34958994	"ENSMUST00000231694.1"	"E130310I04Rik"	"-"	"antisense"	"chr16"	34784920	35002420	"ENSMUST00000023538.8"	"Mylk"	"+"	"protein_coding"	15820	"opposite"
"chr14"	43818912	43875517	"ENSMUST00000179200.1"	"Ear1"	"-"	"protein_coding"	"chr14"	43766468	43909143	"ENSMUST00000227370.1"	"Gm49965"	"+"	"lincRNA"	56753	"opposite"
"chr14"	44102653	44103534	"ENSMUST00000074839.6"	"Ear2"	"+"	"protein_coding"	"chr14"	44092633	44103915	"ENSMUST00000226587.1"	"Gm49101"	"-"	"lincRNA"	881	"opposite"
"chr13"	49504809	49532789	"ENSMUST00000051504.7"	"Ecm2"	"+"	"protein_coding"	"chr13"	49464022	49652785	"ENSMUST00000021818.8"	"Cenpp"	"-"	"protein_coding"	27980	"opposite"
"chr18"	35713085	35722356	"ENSMUST00000133064.7"	"Ecscr"	"-"	"protein_coding"	"chr18"	35703224	35729770	"ENSMUST00000143778.1"	"1700066B19Rik"	"+"	"protein_coding"	9271	"opposite"
"chr9"	22072245	22085438	"ENSMUST00000180180.7"	"Ecsit"	"-"	"protein_coding"	"chr9"	22071031	22086122	"ENSMUST00000180419.1"	"Gm16845"	"+"	"antisense"	13193	"opposite"
"chr8"	77663030	77724436	"ENSMUST00000034029.7"	"Ednra"	"-"	"protein_coding"	"chr8"	77659247	77768970	"ENSMUST00000153937.1"	"4933431K23Rik"	"+"	"processed_transcript"	61434	"opposite"
"chr7"	132827456	132852673	"ENSMUST00000033257.14"	"Eef1akmt2"	"-"	"protein_coding"	"chr7"	130162450	133123350	"ENSMUST00000124096.7"	"Fgfr2"	"-"	"protein_coding"	25217	"same"
"chr16"	14906664	14981371	"ENSMUST00000229121.1"	"Efcab1"	"+"	"protein_coding"	"chr16"	14892327	14991883	"ENSMUST00000229379.1"	"Gm33696"	"-"	"antisense"	74766	"opposite"
"chr4"	99831393	99912610	"ENSMUST00000097959.10"	"Efcab7"	"+"	"protein_coding"	"chr4"	99765901	99929813	"ENSMUST00000123830.7"	"Itgb3bp"	"-"	"protein_coding"	83591	"opposite"
"chr1"	87264480	87265174	"ENSMUST00000138844.2"	"Efhd1os"	"-"	"antisense"	"chr1"	87264362	87310839	"ENSMUST00000027472.6"	"Efhd1"	"+"	"protein_coding"	694	"opposite"
"chr11"	16815430	16830702	"ENSMUST00000150329.1"	"Egfros"	"-"	"antisense"	"chr11"	16752210	16918158	"ENSMUST00000020329.12"	"Egfr"	"+"	"protein_coding"	15272	"opposite"
"chr2"	125673094	125674785	"ENSMUST00000164756.3"	"Eid1"	"+"	"protein_coding"	"chr2"	125627446	125723387	"ENSMUST00000042246.13"	"Shc4"	"-"	"protein_coding"	1691	"opposite"
"chr10"	82866625	82867930	"ENSMUST00000211623.1"	"Eid3"	"+"	"protein_coding"	"chr10"	82833950	82897712	"ENSMUST00000219368.1"	"Txnrd1"	"+"	"protein_coding"	1305	"same"
"chr2"	154871409	154892935	"ENSMUST00000099173.10"	"Eif2s2"	"-"	"protein_coding"	"chr2"	154791401	155047727	"ENSMUST00000137333.7"	"a"	"+"	"protein_coding"	21526	"opposite"
"chr2"	104999655	105017080	"ENSMUST00000028592.11"	"Eif3m"	"-"	"protein_coding"	"chr2"	104992189	105017851	"ENSMUST00000144358.1"	"Ccdc73"	"+"	"protein_coding"	17425	"opposite"
"chr6"	99625134	99666771	"ENSMUST00000032151.2"	"Eif4e3"	"-"	"protein_coding"	"chr6"	99257483	99666797	"ENSMUST00000155466.1"	"Gm20696"	"-"	"protein_coding"	41637	"same"
"chr11"	3202391	3244581	"ENSMUST00000020734.10"	"Eif4enif1"	"+"	"protein_coding"	"chr11"	3187359	3252685	"ENSMUST00000159304.7"	"Drg1"	"-"	"protein_coding"	42197	"opposite"
"chr1"	135253574	135258568	"ENSMUST00000003135.13"	"Elf3"	"-"	"protein_coding"	"chr1"	135248560	135266443	"ENSMUST00000180981.1"	"Gm26642"	"+"	"antisense"	4994	"opposite"
"chr2"	112363010	112368027	"ENSMUST00000028551.3"	"Emc4"	"-"	"protein_coding"	"chr2"	112266313	112406319	"ENSMUST00000141047.1"	"Gm21985"	"+"	"protein_coding"	5017	"opposite"
"chr8"	120653913	120668121	"ENSMUST00000034277.13"	"Emc8"	"-"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	14660	"opposite"
"chr18"	48045334	48048412	"ENSMUST00000076155.5"	"Eno1b"	"+"	"protein_coding"	"chr18"	47922840	48107980	"ENSMUST00000237558.1"	"G630055G22Rik"	"+"	"sense_overlapping"	3078	"same"
"chr2"	70508818	70540884	"ENSMUST00000100041.8"	"Erich2"	"+"	"protein_coding"	"chr2"	70489939	70563357	"ENSMUST00000151851.1"	"Gad1os"	"-"	"antisense"	32066	"opposite"
"chr2"	70503432	70509199	"ENSMUST00000150702.1"	"Erich2os"	"-"	"antisense"	"chr2"	70489939	70563357	"ENSMUST00000151851.1"	"Gad1os"	"-"	"antisense"	5767	"same"
"chr11"	30930773	30954152	"ENSMUST00000073192.13"	"Erlec1"	"-"	"protein_coding"	"chr11"	30885415	31101333	"ENSMUST00000203878.2"	"Asb3"	"+"	"protein_coding"	23562	"opposite"
"chr13"	113209658	113218098	"ENSMUST00000038144.8"	"Esm1"	"+"	"protein_coding"	"chr13"	113171607	113225908	"ENSMUST00000122399.7"	"Gzmk"	"-"	"protein_coding"	8440	"opposite"
"chr17"	40576592	40579049	"ENSMUST00000233672.1"	"Esp5"	"+"	"protein_coding"	"chr17"	40561506	40579549	"ENSMUST00000167713.1"	"Gm44501"	"+"	"protein_coding"	2457	"same"
"chr13"	59769965	59775407	"ENSMUST00000162450.2"	"Etohd2"	"+"	"antisense"	"chr13"	59758934	59782245	"ENSMUST00000225581.1"	"Gm49354"	"-"	"protein_coding"	5911	"opposite"
"chr7"	130770637	130772652	"ENSMUST00000057134.4"	"Etos1"	"-"	"lincRNA"	"chr7"	130162450	133123350	"ENSMUST00000124096.7"	"Fgfr2"	"-"	"protein_coding"	2015	"same"
"chr11"	79513384	79530589	"ENSMUST00000170422.3"	"Evi2"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"Nf1"	"+"	"protein_coding"	17205	"opposite"
"chr11"	79526567	79530609	"ENSMUST00000170799.7"	"Evi2a"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"Nf1"	"+"	"protein_coding"	4050	"opposite"
"chr11"	79515055	79523762	"ENSMUST00000179322.1"	"Evi2b"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"Nf1"	"+"	"protein_coding"	8707	"opposite"
"chr11"	79515055	79523762	"ENSMUST00000179322.1"	"Evi2b"	"-"	"protein_coding"	"chr11"	79513384	79530589	"ENSMUST00000170422.3"	"Evi2"	"-"	"protein_coding"	8707	"same"
"chr13"	95696852	95702739	"ENSMUST00000022182.4"	"F2rl2"	"+"	"protein_coding"	"chr13"	95627173	95891995	"ENSMUST00000068603.7"	"Iqgap2"	"-"	"protein_coding"	5887	"opposite"
"chr19"	36448991	36451157	"ENSMUST00000224716.1"	"F530104D19Rik"	"-"	"antisense"	"chr19"	36348308	36460970	"ENSMUST00000225920.1"	"Pcgf5"	"+"	"protein_coding"	2166	"opposite"
"chr18"	65306429	65309876	"ENSMUST00000235286.1"	"F730048M01Rik"	"+"	"antisense"	"chr18"	65265528	65394066	"ENSMUST00000035548.15"	"Alpk2"	"-"	"protein_coding"	3447	"opposite"
"chr18"	60293379	60303016	"ENSMUST00000171297.1"	"F830016B08Rik"	"+"	"protein_coding"	"chr18"	60283519	60356179	"ENSMUST00000238180.1"	"Gm50237"	"-"	"lincRNA"	9637	"opposite"
"chr18"	77793258	77796743	"ENSMUST00000143732.7"	"F830208F22Rik"	"-"	"processed_transcript"	"chr18"	77789913	77879416	"ENSMUST00000238172.1"	"Pstpip2"	"+"	"protein_coding"	3485	"opposite"
"chrX"	73228290	73230795	"ENSMUST00000105111.3"	"F8a"	"+"	"protein_coding"	"chrX"	73107634	73292976	"ENSMUST00000179600.7"	"Xlr5a"	"-"	"protein_coding"	2505	"opposite"
"chr3"	122895071	122899506	"ENSMUST00000023820.5"	"Fabp2"	"+"	"protein_coding"	"chr3"	122864736	122924116	"ENSMUST00000180557.5"	"4933405D12Rik"	"-"	"antisense"	4435	"opposite"
"chr17"	24848891	24850364	"ENSMUST00000049642.5"	"Fahd1"	"-"	"protein_coding"	"chr17"	24840142	24863724	"ENSMUST00000164251.7"	"Hagh"	"+"	"protein_coding"	1473	"opposite"
"chr19"	12545739	12583963	"ENSMUST00000139270.7"	"Fam111a"	"+"	"protein_coding"	"chr19"	12517914	12596519	"ENSMUST00000224046.1"	"A330040F15Rik"	"-"	"processed_transcript"	44029	"opposite"
"chr19"	24476501	24477356	"ENSMUST00000099556.1"	"Fam122a"	"-"	"protein_coding"	"chr19"	24294793	24555872	"ENSMUST00000025800.14"	"Pip5k1b"	"-"	"protein_coding"	855	"same"
"chr3"	85660062	85817291	"ENSMUST00000119077.7"	"Fam160a1"	"-"	"protein_coding"	"chr3"	84496425	85887516	"ENSMUST00000154148.7"	"Gm37240"	"-"	"protein_coding"	157231	"same"
"chr7"	93079864	93081867	"ENSMUST00000051179.9"	"Fam181b"	"+"	"protein_coding"	"chr7"	93006981	93104789	"ENSMUST00000181886.1"	"Gm26862"	"+"	"sense_overlapping"	2003	"same"
"chr4"	42848070	42853888	"ENSMUST00000107979.1"	"Fam205a1"	"-"	"protein_coding"	"chr4"	42781927	42856771	"ENSMUST00000107981.1"	"Gm12394"	"-"	"protein_coding"	5818	"same"
"chr14"	78081020	78089007	"ENSMUST00000066437.4"	"Fam216b"	"-"	"protein_coding"	"chr14"	78070716	78090786	"ENSMUST00000174283.1"	"Gm19301"	"+"	"lincRNA"	7987	"opposite"
"chr13"	64481245	64497792	"ENSMUST00000180282.1"	"Fam240b"	"-"	"protein_coding"	"chr13"	64449436	64508611	"ENSMUST00000221181.1"	"Gm31218"	"+"	"lincRNA"	16547	"opposite"
"chr7"	131333863	131336927	"ENSMUST00000207439.1"	"Fam24a"	"+"	"protein_coding"	"chr7"	130162450	133123350	"ENSMUST00000124096.7"	"Fgfr2"	"-"	"protein_coding"	3064	"opposite"
"chr7"	131325943	131329516	"ENSMUST00000188899.1"	"Fam24b"	"-"	"protein_coding"	"chr7"	130162450	133123350	"ENSMUST00000124096.7"	"Fgfr2"	"-"	"protein_coding"	3573	"same"
"chr7"	132712087	132813886	"ENSMUST00000097998.8"	"Fam53b"	"-"	"protein_coding"	"chr7"	130162450	133123350	"ENSMUST00000124096.7"	"Fgfr2"	"-"	"protein_coding"	101805	"same"
"chr11"	76179670	76214827	"ENSMUST00000127340.1"	"Fam57a"	"+"	"protein_coding"	"chr11"	76120986	76243675	"ENSMUST00000169532.7"	"Glod4"	"-"	"protein_coding"	35157	"opposite"
"chr11"	61684418	61709951	"ENSMUST00000093019.5"	"Fam83g"	"+"	"protein_coding"	"chr11"	61672780	61720826	"ENSMUST00000128196.1"	"Slc5a10"	"-"	"protein_coding"	25861	"opposite"
"chr19"	5728086	5729653	"ENSMUST00000161368.1"	"Fam89b"	"-"	"protein_coding"	"chr19"	5727205	5731627	"ENSMUST00000162407.1"	"Gm16538"	"+"	"antisense"	1567	"opposite"
"chr8"	120166396	120177466	"ENSMUST00000048786.12"	"Fam92b"	"-"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	11070	"opposite"
"chr8"	123268299	123318576	"ENSMUST00000035495.14"	"Fanca"	"-"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	50277	"opposite"
"chr7"	113538025	113564987	"ENSMUST00000138253.2"	"Far1os"	"-"	"antisense"	"chr7"	113513833	113571511	"ENSMUST00000033018.14"	"Far1"	"+"	"protein_coding"	34499	"opposite"
"chr6"	148060854	148067873	"ENSMUST00000162391.1"	"Far2os1"	"-"	"antisense"	"chr6"	148047415	148182758	"ENSMUST00000111607.3"	"Far2"	"+"	"protein_coding"	7019	"opposite"
"chr2"	130613839	130630027	"ENSMUST00000110262.2"	"Fastkd5"	"-"	"protein_coding"	"chr2"	130590001	130630038	"ENSMUST00000028761.4"	"Ubox5"	"-"	"protein_coding"	16188	"same"
"chr6"	119479667	119482630	"ENSMUST00000032094.6"	"Fbxl14"	"+"	"protein_coding"	"chr6"	119432530	119544347	"ENSMUST00000178696.7"	"Wnt5b"	"-"	"protein_coding"	2963	"opposite"
"chr8"	121549439	121578806	"ENSMUST00000059018.13"	"Fbxo31"	"-"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	29367	"opposite"
"chr13"	50417863	50433769	"ENSMUST00000046974.4"	"Fbxw17"	"+"	"protein_coding"	"chr13"	50343582	50491741	"ENSMUST00000185962.1"	"Gm8739"	"-"	"antisense"	15917	"opposite"
"chr3"	84815267	84979198	"ENSMUST00000107679.7"	"Fbxw7"	"+"	"protein_coding"	"chr3"	84496425	85887516	"ENSMUST00000154148.7"	"Gm37240"	"-"	"protein_coding"	163931	"opposite"
"chr2"	25624665	25628030	"ENSMUST00000028307.8"	"Fcna"	"-"	"protein_coding"	"chr2"	25607891	25631758	"ENSMUST00000155684.7"	"Fcnaos"	"+"	"antisense"	3365	"opposite"
"chr9"	21067520	21073614	"ENSMUST00000217150.1"	"Fdx2"	"-"	"protein_coding"	"chr9"	21067513	21091997	"ENSMUST00000217359.1"	"Gm38431"	"-"	"protein_coding"	6095	"same"
"chr9"	50768235	50773348	"ENSMUST00000042391.12"	"Fdxacb1"	"+"	"protein_coding"	"chr9"	50763726	50775520	"ENSMUST00000176894.1"	"1110032A03Rik"	"-"	"protein_coding"	5113	"opposite"
"chr11"	29822394	29825668	"ENSMUST00000104962.1"	"Fem1al"	"-"	"protein_coding"	"chr11"	29743047	30026033	"ENSMUST00000058902.5"	"Eml6"	"-"	"protein_coding"	3274	"same"
"chr8"	121054881	121083032	"ENSMUST00000181530.7"	"Fendrr"	"-"	"processed_transcript"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	28229	"opposite"
"chr18"	38838674	38929404	"ENSMUST00000131348.7"	"Fgf1"	"-"	"protein_coding"	"chr18"	38676717	39110534	"ENSMUST00000148850.7"	"Arhgap26"	"+"	"protein_coding"	90800	"opposite"
"chr3"	37335331	37349740	"ENSMUST00000153785.1"	"Fgf2os"	"-"	"antisense"	"chr3"	37312518	37404866	"ENSMUST00000138710.2"	"Gm43439"	"+"	"processed_transcript"	14409	"opposite"
"chr2"	126034657	126091185	"ENSMUST00000064794.13"	"Fgf7"	"+"	"protein_coding"	"chr2"	125983482	126152004	"ENSMUST00000110446.8"	"Fam227b"	"-"	"protein_coding"	56528	"opposite"
"chr5"	21372641	21378374	"ENSMUST00000035799.5"	"Fgl2"	"+"	"protein_coding"	"chr5"	21292960	21424677	"ENSMUST00000115245.7"	"Ccdc146"	"-"	"protein_coding"	5733	"opposite"
"chr4"	141982991	141986797	"ENSMUST00000146094.1"	"Fhad1os1"	"+"	"antisense"	"chr4"	141890437	142015067	"ENSMUST00000105780.7"	"Fhad1"	"-"	"protein_coding"	3806	"opposite"
"chr14"	10738534	10783076	"ENSMUST00000226067.1"	"Fhitos"	"+"	"antisense"	"chr14"	9550099	11162035	"ENSMUST00000160340.7"	"Fhit"	"-"	"protein_coding"	44542	"opposite"
"chr4"	25199907	25242876	"ENSMUST00000029922.13"	"Fhl5"	"-"	"protein_coding"	"chr4"	24966516	25271099	"ENSMUST00000124792.1"	"Gm11906"	"+"	"processed_transcript"	42969	"opposite"
"chr16"	57353092	57573126	"ENSMUST00000159816.7"	"Filip1l"	"+"	"protein_coding"	"chr16"	57301999	57606846	"ENSMUST00000114371.4"	"Cmss1"	"-"	"protein_coding"	220034	"opposite"
"chrX"	7573599	7581027	"ENSMUST00000144719.8"	"Flicr"	"+"	"antisense"	"chrX"	7558601	7605381	"ENSMUST00000126170.3"	"Gm36995"	"-"	"processed_transcript"	7428	"opposite"
"chr19"	7092000	7105729	"ENSMUST00000113383.3"	"Flrt1"	"-"	"protein_coding"	"chr19"	7056809	7198057	"ENSMUST00000040261.6"	"Macrod1"	"+"	"protein_coding"	13729	"opposite"
"chr2"	140650913	140671450	"ENSMUST00000172544.7"	"Flrt3"	"-"	"protein_coding"	"chr2"	140395308	142392966	"ENSMUST00000110067.7"	"Macrod2"	"+"	"protein_coding"	20556	"opposite"
"chr11"	46235530	46239872	"ENSMUST00000060185.2"	"Fndc9"	"+"	"protein_coding"	"chr11"	46193849	46312859	"ENSMUST00000093165.11"	"Cyfip2"	"-"	"protein_coding"	4342	"opposite"
"chr19"	16872318	16873805	"ENSMUST00000072915.3"	"Foxb2"	"-"	"protein_coding"	"chr19"	16871091	16925004	"ENSMUST00000235177.1"	"Gm32341"	"+"	"lincRNA"	1487	"opposite"
"chr8"	121116170	121118895	"ENSMUST00000054691.7"	"Foxc2"	"+"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	2725	"same"
"chr8"	121084385	121088144	"ENSMUST00000181504.1"	"Foxf1"	"+"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	3759	"same"
"chr8"	121127939	121130644	"ENSMUST00000181609.1"	"Foxl1"	"+"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	2705	"same"
"chrX"	7579675	7595245	"ENSMUST00000115740.8"	"Foxp3"	"+"	"protein_coding"	"chrX"	7558601	7605381	"ENSMUST00000126170.3"	"Gm36995"	"-"	"processed_transcript"	21602	"opposite"
"chr9"	35204207	35211055	"ENSMUST00000127996.7"	"Foxred1"	"-"	"protein_coding"	"chr9"	35200174	35213536	"ENSMUST00000138287.7"	"Srpr"	"+"	"protein_coding"	6850	"opposite"
"chr4"	45234722	45243990	"ENSMUST00000134640.1"	"Frmpd1os"	"-"	"antisense"	"chr4"	45184905	45285936	"ENSMUST00000044773.11"	"Frmpd1"	"+"	"protein_coding"	9268	"opposite"
"chr17"	47699970	47701996	"ENSMUST00000136531.1"	"Frs3os"	"-"	"antisense"	"chr17"	47695197	47704286	"ENSMUST00000113296.7"	"Frs3"	"+"	"protein_coding"	2026	"opposite"
"chr4"	11579664	11587591	"ENSMUST00000180239.1"	"Fsbp"	"+"	"protein_coding"	"chr4"	11558971	11615805	"ENSMUST00000070755.12"	"Rad54b"	"+"	"protein_coding"	7927	"same"
"chr14"	20694967	20701016	"ENSMUST00000048016.2"	"Fut11"	"+"	"protein_coding"	"chr14"	20687235	20703012	"ENSMUST00000180987.1"	"6230400D17Rik"	"-"	"antisense"	6049	"opposite"
"chr1"	193272160	193273217	"ENSMUST00000009777.3"	"G0s2"	"-"	"protein_coding"	"chr1"	193207724	193343878	"ENSMUST00000194677.5"	"Lamb3"	"+"	"protein_coding"	1057	"opposite"
"chr8"	84723006	84726844	"ENSMUST00000098571.4"	"G430095P16Rik"	"+"	"protein_coding"	"chr8"	84708615	84800344	"ENSMUST00000099070.9"	"Nfix"	"-"	"protein_coding"	3838	"opposite"
"chrX"	169975042	169978917	"ENSMUST00000154810.1"	"G530011O06Rik"	"-"	"processed_transcript"	"chrX"	169685198	169990798	"ENSMUST00000112104.7"	"Mid1"	"+"	"protein_coding"	3875	"opposite"
"chr7"	31149527	31152707	"ENSMUST00000181958.1"	"G630030J09Rik"	"+"	"antisense"	"chr7"	31142556	31155896	"ENSMUST00000186723.2"	"Gramd1a"	"-"	"protein_coding"	3180	"opposite"
"chrX"	74409482	74429194	"ENSMUST00000004327.10"	"G6pdx"	"-"	"protein_coding"	"chrX"	74393290	74453778	"ENSMUST00000164101.7"	"Ikbkg"	"+"	"protein_coding"	19712	"opposite"
"chr8"	122578241	122611463	"ENSMUST00000015171.10"	"Galns"	"-"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	33222	"opposite"
"chr10"	99108158	99113247	"ENSMUST00000161240.3"	"Galnt4"	"+"	"protein_coding"	"chr10"	99107102	99198074	"ENSMUST00000159990.1"	"Poc1b"	"+"	"protein_coding"	5089	"same"
"chr15"	100695779	100704896	"ENSMUST00000160960.1"	"Galnt6os"	"+"	"antisense"	"chr15"	100691812	100729376	"ENSMUST00000159715.7"	"Galnt6"	"-"	"protein_coding"	9124	"opposite"
"chr4"	41755227	41758695	"ENSMUST00000084695.10"	"Galt"	"+"	"protein_coding"	"chr4"	41699988	41769474	"ENSMUST00000108041.7"	"Il11ra1"	"+"	"protein_coding"	3468	"same"
"chr7"	30729779	30743681	"ENSMUST00000182634.7"	"Gapdhs"	"-"	"protein_coding"	"chr7"	30729578	30745929	"ENSMUST00000180820.7"	"Tmem147os"	"+"	"antisense"	13907	"opposite"
"chr8"	123518833	123536650	"ENSMUST00000093043.6"	"Gas8"	"+"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	17817	"same"
"chr3"	85574118	85655622	"ENSMUST00000127348.7"	"Gatb"	"+"	"protein_coding"	"chr3"	84496425	85887516	"ENSMUST00000154148.7"	"Gm37240"	"-"	"protein_coding"	81504	"opposite"
"chr5"	105215698	105239533	"ENSMUST00000065588.6"	"Gbp10"	"-"	"protein_coding"	"chr5"	105214906	105293695	"ENSMUST00000050011.9"	"Gm43302"	"-"	"protein_coding"	23835	"same"
"chr5"	105079297	105139539	"ENSMUST00000100961.4"	"Gbp9"	"-"	"protein_coding"	"chr5"	105014152	105139540	"ENSMUST00000031235.12"	"Gbp8"	"-"	"protein_coding"	61910	"same"
"chr2"	172450312	172458596	"ENSMUST00000099060.1"	"Gcnt7"	"-"	"protein_coding"	"chr2"	172440555	172469908	"ENSMUST00000029005.3"	"Rtf2"	"+"	"protein_coding"	8284	"opposite"
"chr8"	70329816	70331587	"ENSMUST00000207684.1"	"Gdf1"	"+"	"protein_coding"	"chr8"	70315774	70331592	"ENSMUST00000165819.8"	"Cers1"	"+"	"protein_coding"	1771	"same"
"chr11"	76210570	76217664	"ENSMUST00000102500.4"	"Gemin4"	"-"	"protein_coding"	"chr11"	76120986	76243675	"ENSMUST00000169532.7"	"Glod4"	"-"	"protein_coding"	7094	"same"
"chr5"	137518877	137527935	"ENSMUST00000031727.9"	"Gigyf1"	"+"	"protein_coding"	"chr5"	137483019	137533242	"ENSMUST00000111038.7"	"Epo"	"-"	"protein_coding"	9388	"opposite"
"chr6"	48739053	48743790	"ENSMUST00000054368.6"	"Gimap1"	"+"	"protein_coding"	"chr6"	48718606	48752600	"ENSMUST00000127537.5"	"Gm28053"	"+"	"protein_coding"	4742	"same"
"chr6"	48738345	48740621	"ENSMUST00000155906.1"	"Gimap1os"	"-"	"processed_transcript"	"chr6"	48718606	48752600	"ENSMUST00000127537.5"	"Gm28053"	"+"	"protein_coding"	3099	"opposite"
"chr6"	48718620	48724636	"ENSMUST00000052503.7"	"Gimap7"	"+"	"protein_coding"	"chr6"	48718606	48752600	"ENSMUST00000127537.5"	"Gm28053"	"+"	"protein_coding"	6016	"same"
"chr8"	120578632	120589304	"ENSMUST00000034278.5"	"Gins2"	"-"	"protein_coding"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	10672	"opposite"
"chrX"	160902115	160907052	"ENSMUST00000069417.5"	"Gja6"	"-"	"protein_coding"	"chrX"	160784307	160994704	"ENSMUST00000087104.10"	"Cdkl5"	"-"	"protein_coding"	4937	"same"
"chr3"	96913565	96926020	"ENSMUST00000062944.6"	"Gja8"	"-"	"protein_coding"	"chr3"	96904692	97077416	"ENSMUST00000199597.1"	"Gja5"	"+"	"protein_coding"	12455	"opposite"
"chr10"	14715622	14718214	"ENSMUST00000020016.4"	"Gje1"	"-"	"protein_coding"	"chr10"	14705620	14767296	"ENSMUST00000190114.1"	"Nmbr"	"+"	"protein_coding"	2592	"opposite"
"chr5"	97455141	97457021	"ENSMUST00000059657.3"	"Gk2"	"-"	"protein_coding"	"chr5"	97392416	97642179	"ENSMUST00000181724.7"	"4930467D21Rik"	"+"	"lincRNA"	1880	"opposite"
"chr17"	30592860	30626871	"ENSMUST00000235547.1"	"Glo1"	"-"	"protein_coding"	"chr17"	30459501	30923831	"ENSMUST00000235858.1"	"Gm50252"	"-"	"processed_transcript"	41936	"same"
