"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"ENST_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"ENST_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"	"pairid"
"3184"	"chr1"	74807262	74844486	"ENST00000415549.2_3"	"AC093158.1"	"-"	"lncRNA"	"chr1"	74663939	75010077	"ENST00000648585.1_1"	"FPGT-TNNI3K"	"+"	"nonsense_mediated_decay"	37224	"opposite"	"3184_ID"
"3185"	"chr1"	74807262	74844486	"ENST00000415549.2_3"	"AC093158.1"	"-"	"lncRNA"	"chr1"	74701070	75010112	"ENST00000326637.8_2"	"TNNI3K"	"+"	"protein_coding"	37224	"opposite"	"3185_ID"
"3186"	"chr2"	85526156	85526241	"ENST00000408652.1"	"AC093162.1"	"+"	"miRNA"	"chr2"	85360514	85537510	"ENST00000282111.4_2"	"TCF7L1"	"+"	"protein_coding"	85	"same"	"3186_ID"
"3187"	"chr2"	55335845	55335939	"ENST00000583669.1"	"AC093165.1"	"+"	"miRNA"	"chr2"	55254342	55339757	"ENST00000427710.5_4"	"RTN4"	"-"	"protein_coding"	94	"opposite"	"3187_ID"
"3188"	"chr5"	170847019	170863176	"ENST00000675071.1_1"	"AC093246.1"	"+"	"protein_coding"	"chr5"	170846650	170884630	"ENST00000274625.6_2"	"FGF18"	"+"	"protein_coding"	16157	"same"	"3188_ID"
"3189"	"chr5"	68259072	68263672	"ENST00000513197.1_1"	"AC093248.1"	"+"	"lncRNA"	"chr5"	68088435	68303012	"ENST00000668535.1_3"	"AC093523.1"	"-"	"lncRNA"	4600	"opposite"	"3189_ID"
"3190"	"chr5"	122112125	122112222	"ENST00000390825.1"	"AC093267.1"	"-"	"miRNA"	"chr5"	122110774	122170238	"ENST00000379516.7_2"	"SNX2"	"+"	"protein_coding"	97	"opposite"	"3190_ID"
"3191"	"chr5"	90519235	90519784	"ENST00000514239.1_1"	"AC093281.1"	"+"	"lncRNA"	"chr5"	90447027	90610219	"ENST00000650150.1_3"	"LUCAT1"	"-"	"lncRNA"	549	"opposite"	"3191_ID"
"3192"	"chr5"	90522291	90522888	"ENST00000510153.1_1"	"AC093281.2"	"-"	"lncRNA"	"chr5"	90447027	90610219	"ENST00000650150.1_3"	"LUCAT1"	"-"	"lncRNA"	597	"same"	"3192_ID"
"3193"	"chr5"	44753050	44765846	"ENST00000511712.1_1"	"AC093297.1"	"+"	"lncRNA"	"chr5"	44745001	44808879	"ENST00000503452.5_4"	"MRPS30-DT"	"-"	"lncRNA"	12796	"opposite"	"3193_ID"
"3194"	"chr5"	167297549	167297670	"ENST00000408814.1"	"AC093304.1"	"-"	"miRNA"	"chr5"	166711803	167690001	"ENST00000518659.5_1"	"TENM2"	"+"	"protein_coding"	121	"opposite"	"3194_ID"
"3195"	"chr5"	7707914	7749879	"ENST00000514105.2_3"	"AC093305.1"	"-"	"lncRNA"	"chr5"	7396250	7830194	"ENST00000338316.9_2"	"ADCY2"	"+"	"protein_coding"	41965	"opposite"	"3195_ID"
"3196"	"chr5"	93914473	93914555	"ENST00000390164.1"	"AC093311.1"	"+"	"miRNA"	"chr5"	93488670	93954276	"ENST00000513200.7_6"	"KIAA0825"	"-"	"protein_coding"	82	"opposite"	"3196_ID"
"3197"	"chr2"	495730	496633	"ENST00000640770.1_1"	"AC093326.2"	"+"	"lncRNA"	"chr2"	491006	503905	"ENST00000656189.1_3"	"LINC01874"	"-"	"lncRNA"	903	"opposite"	"3197_ID"
"3198"	"chr18"	74754819	74756695	"ENST00000670694.1_3"	"AC093330.3"	"+"	"lncRNA"	"chr18"	74690788	74844739	"ENST00000355994.7_7"	"MBP"	"-"	"protein_coding"	1876	"opposite"	"3198_ID"
"3199"	"chr7"	5315966	5316046	"ENST00000581435.1"	"AC093376.1"	"+"	"miRNA"	"chr7"	5313999	5331397	"ENST00000434816.5_3"	"SLC29A4"	"+"	"protein_coding"	80	"same"	"3199_ID"
"3200"	"chr2"	191318817	191319247	"ENST00000609166.1_1"	"AC093388.1"	"-"	"lncRNA"	"chr2"	191273080	191367040	"ENST00000392328.6_2"	"MFSD6"	"+"	"protein_coding"	430	"opposite"	"3200_ID"
"3201"	"chr2"	1828183	1832439	"ENST00000426976.1_1"	"AC093390.1"	"+"	"lncRNA"	"chr2"	1792895	2335120	"ENST00000644820.1_4"	"MYT1L"	"-"	"protein_coding"	4256	"opposite"	"3201_ID"
"3202"	"chr2"	1799296	1815298	"ENST00000638628.1_1"	"AC093390.2"	"+"	"lncRNA"	"chr2"	1792895	2335120	"ENST00000644820.1_4"	"MYT1L"	"-"	"protein_coding"	16002	"opposite"	"3202_ID"
"3203"	"chr3"	59794994	59797036	"ENST00000655190.1_3"	"AC093418.1"	"+"	"lncRNA"	"chr3"	59733002	61237126	"ENST00000492590.6_4"	"FHIT"	"-"	"protein_coding"	2042	"opposite"	"3203_ID"
"3204"	"chr1"	59754974	59755312	"ENST00000604999.1_1"	"AC093424.1"	"-"	"lncRNA"	"chr1"	59597631	59762163	"ENST00000647858.1_3"	"HSD52"	"-"	"lncRNA"	338	"same"	"3204_ID"
"3205"	"chr1"	79600817	79600911	"ENST00000577685.1"	"AC093430.1"	"-"	"miRNA"	"chr1"	79355644	79747809	"ENST00000661030.1_3"	"ADGRL4"	"-"	"protein_coding"	94	"same"	"3205_ID"
"3206"	"chr7"	149578447	149578669	"ENST00000608912.1_1"	"AC093458.1"	"-"	"lncRNA"	"chr7"	149570689	149588293	"ENST00000649866.1_2"	"ATP6V0E2"	"+"	"nonsense_mediated_decay"	222	"opposite"	"3206_ID"
"3207"	"chr17"	16330787	16332033	"ENST00000441875.1_1"	"AC093484.1"	"+"	"retained_intron"	"chr17"	16318884	16340317	"ENST00000338560.12_2"	"TRPV2"	"+"	"protein_coding"	1246	"same"	"3207_ID"
"3208"	"chr17"	16285465	16285983	"ENST00000583934.1_3"	"AC093484.3"	"-"	"lncRNA"	"chr17"	16284408	16286059	"ENST00000578649.1_1"	"UBB"	"+"	"processed_transcript"	518	"opposite"	"3208_ID"
"3209"	"chr17"	16343792	16344266	"ENST00000585048.1_4"	"AC093484.4"	"-"	"lncRNA"	"chr17"	16342350	16381992	"ENST00000580770.5_1"	"SNHG29"	"+"	"lncRNA"	474	"opposite"	"3209_ID"
"3210"	"chr19"	47112533	47114036	"ENST00000597609.1_3"	"AC093503.1"	"-"	"lncRNA"	"chr19"	47104586	47114039	"ENST00000291295.14_3"	"CALM3"	"+"	"protein_coding"	1503	"opposite"	"3210_ID"
"3211"	"chr16"	30075626	30076146	"ENST00000617969.1_2"	"AC093512.1"	"-"	"lncRNA"	"chr16"	30075594	30081735	"ENST00000563060.6_3"	"ALDOA"	"+"	"protein_coding"	520	"opposite"	"3211_ID"
"3212"	"chr16"	30075626	30076146	"ENST00000617969.1_2"	"AC093512.1"	"-"	"lncRNA"	"chr16"	30064410	30081741	"ENST00000338110.10_3"	"AC093512.2"	"+"	"protein_coding"	520	"opposite"	"3212_ID"
"3213"	"chr16"	25799307	26053668	"ENST00000648941.1_1"	"AC093516.1"	"+"	"lncRNA"	"chr16"	25703279	26149006	"ENST00000331351.6_2"	"HS3ST4"	"+"	"protein_coding"	254361	"same"	"3213_ID"
"3214"	"chr16"	31413885	31416020	"ENST00000567545.1_1"	"AC093520.1"	"+"	"lncRNA"	"chr16"	31404655	31437826	"ENST00000389202.3_2"	"ITGAD"	"+"	"protein_coding"	2135	"same"	"3214_ID"
"3215"	"chr16"	2621570	2622354	"ENST00000568040.1_4"	"AC093525.3"	"-"	"lncRNA"	"chr16"	2588021	2653189	"ENST00000342085.9_4"	"PDPK1"	"+"	"protein_coding"	784	"opposite"	"3215_ID"
"3216"	"chr16"	2619043	2621937	"ENST00000562232.1_3"	"AC093525.4"	"-"	"lncRNA"	"chr16"	2588021	2653189	"ENST00000342085.9_4"	"PDPK1"	"+"	"protein_coding"	2894	"opposite"	"3216_ID"
"3217"	"chr16"	2604975	2606106	"ENST00000569220.1_1"	"AC093525.5"	"+"	"lncRNA"	"chr16"	2588021	2653189	"ENST00000342085.9_4"	"PDPK1"	"+"	"protein_coding"	1131	"same"	"3217_ID"
"3218"	"chr16"	2604060	2606061	"ENST00000563449.2_1"	"AC093525.6"	"-"	"lncRNA"	"chr16"	2588021	2653189	"ENST00000342085.9_4"	"PDPK1"	"+"	"protein_coding"	2001	"opposite"	"3218_ID"
"3219"	"chr16"	2611471	2615097	"ENST00000569852.1_1"	"AC093525.7"	"-"	"lncRNA"	"chr16"	2588021	2653189	"ENST00000342085.9_4"	"PDPK1"	"+"	"protein_coding"	3626	"opposite"	"3219_ID"
"3220"	"chr18"	46352421	46361141	"ENST00000590649.1_3"	"AC093567.1"	"-"	"lncRNA"	"chr18"	46065401	46389588	"ENST00000256413.8_5"	"CTIF"	"+"	"protein_coding"	8720	"opposite"	"3220_ID"
"3221"	"chr1"	77896998	77903289	"ENST00000666710.1_3"	"AC093575.1"	"-"	"lncRNA"	"chr1"	77747703	78025651	"ENST00000354567.7_2"	"AK5"	"+"	"protein_coding"	6291	"opposite"	"3221_ID"
"3222"	"chr7"	151503575	151507906	"ENST00000462083.3_2"	"AC093583.1"	"+"	"lncRNA"	"chr7"	151253212	151574200	"ENST00000287878.9_7"	"PRKAG2"	"-"	"protein_coding"	4331	"opposite"	"3222_ID"
"3223"	"chr2"	241949461	241950161	"ENST00000425183.1_3"	"AC093585.1"	"-"	"lncRNA"	"chr2"	241938034	242034983	"ENST00000310397.13_4"	"SNED1"	"+"	"protein_coding"	700	"opposite"	"3223_ID"
"3224"	"chr4"	139938646	139938733	"ENST00000580602.1"	"AC093602.1"	"-"	"miRNA"	"chr4"	139936934	139967093	"ENST00000280614.4_2"	"NOCT"	"+"	"protein_coding"	87	"opposite"	"3224_ID"
"3225"	"chr2"	115836930	115856669	"ENST00000664735.1_3"	"AC093610.1"	"-"	"lncRNA"	"chr2"	115200217	116603356	"ENST00000410059.6_4"	"DPP10"	"+"	"protein_coding"	19739	"opposite"	"3225_ID"
"3226"	"chr3"	13779557	13779629	"ENST00000408341.2"	"AC093611.1"	"-"	"miRNA"	"chr3"	13692195	13788126	"ENST00000438915.1_1"	"LINC00620"	"+"	"lncRNA"	72	"opposite"	"3226_ID"
"3227"	"chr3"	13759416	13759507	"ENST00000584493.1"	"AC093611.2"	"-"	"miRNA"	"chr3"	13692195	13788126	"ENST00000438915.1_1"	"LINC00620"	"+"	"lncRNA"	91	"opposite"	"3227_ID"
"3228"	"chr7"	5459457	5460398	"ENST00000342963.2_1"	"AC093620.1"	"+"	"lncRNA"	"chr7"	5346420	5463177	"ENST00000399537.8_3"	"TNRC18"	"-"	"protein_coding"	941	"opposite"	"3228_ID"
"3229"	"chr7"	77037	81178	"ENST00000478759.2_2"	"AC093627.6"	"+"	"lncRNA"	"chr7"	70971	95683	"ENST00000465755.2_3"	"AC093627.1"	"-"	"lncRNA"	4141	"opposite"	"3229_ID"
"3230"	"chr4"	105412032	105412111	"ENST00000606234.1"	"AC093628.1"	"+"	"miRNA"	"chr4"	105412005	105568798	"ENST00000664466.1_1"	"CXXC4-AS1"	"+"	"lncRNA"	79	"same"	"3230_ID"
"3231"	"chr4"	105412032	105412111	"ENST00000606234.1"	"AC093628.1"	"+"	"miRNA"	"chr4"	105389464	105416051	"ENST00000394767.3_4"	"CXXC4"	"-"	"protein_coding"	79	"opposite"	"3231_ID"
"3232"	"chr2"	242967333	242968327	"ENST00000412193.1_3"	"AC093642.1"	"-"	"lncRNA"	"chr2"	242823516	243020873	"ENST00000415434.5_1"	"LINC01237"	"+"	"lncRNA"	994	"opposite"	"3232_ID"
"3233"	"chr2"	242979866	242983652	"ENST00000664151.1_3"	"AC093642.6"	"-"	"lncRNA"	"chr2"	242823516	243020873	"ENST00000415434.5_1"	"LINC01237"	"+"	"lncRNA"	3786	"opposite"	"3233_ID"
"3234"	"chr7"	102120526	102120612	"ENST00000607525.1"	"AC093668.3"	"+"	"miRNA"	"chr7"	102120422	102158224	"ENST00000465829.6_4"	"RASA4B"	"-"	"protein_coding"	86	"opposite"	"3234_ID"
"3235"	"chr2"	112818660	112821286	"ENST00000666287.1_3"	"AC093675.2"	"-"	"lncRNA"	"chr2"	112812845	112876891	"ENST00000283206.9_2"	"TMEM87B"	"+"	"protein_coding"	2626	"opposite"	"3235_ID"
"3236"	"chr4"	75022227	75024090	"ENST00000600169.2_1"	"AC093677.2"	"-"	"lncRNA"	"chr4"	74979890	75107927	"ENST00000429519.5_1"	"MTHFD2L"	"+"	"nonsense_mediated_decay"	1863	"opposite"	"3236_ID"
"3237"	"chr2"	28529929	28533427	"ENST00000661521.1_3"	"AC093690.1"	"-"	"lncRNA"	"chr2"	28113595	28561768	"ENST00000344773.6_1"	"BABAM2"	"+"	"protein_coding"	3498	"opposite"	"3237_ID"
"3238"	"chr4"	159921297	159921442	"ENST00000408387.1"	"AC093700.1"	"-"	"miRNA"	"chr4"	159814695	159959912	"ENST00000508011.1_3"	"C4orf45"	"-"	"processed_transcript"	145	"same"	"3238_ID"
"3239"	"chr7"	154742935	154743898	"ENST00000608064.1_1"	"AC093726.1"	"+"	"lncRNA"	"chr7"	154735399	154794834	"ENST00000404141.6_4"	"PAXIP1"	"-"	"protein_coding"	963	"opposite"	"3239_ID"
"3240"	"chr7"	154748138	154748817	"ENST00000609134.1_1"	"AC093726.2"	"+"	"lncRNA"	"chr7"	154735399	154794834	"ENST00000404141.6_4"	"PAXIP1"	"-"	"protein_coding"	679	"opposite"	"3240_ID"
"3241"	"chr2"	47262417	47267663	"ENST00000422201.1_3"	"AC093732.1"	"-"	"lncRNA"	"chr2"	47143295	47301187	"ENST00000409245.5_3"	"TTC7A"	"+"	"protein_coding"	5246	"opposite"	"3241_ID"
"3242"	"chr2"	47183753	47184027	"ENST00000607950.1_1"	"AC093732.2"	"-"	"lncRNA"	"chr2"	47143295	47301187	"ENST00000409245.5_3"	"TTC7A"	"+"	"protein_coding"	274	"opposite"	"3242_ID"
"3243"	"chr4"	117675608	117842948	"ENST00000658952.1_1"	"AC093765.2"	"+"	"lncRNA"	"chr4"	117672628	117873855	"ENST00000654940.1_3"	"AC093765.3"	"-"	"lncRNA"	167340	"opposite"	"3243_ID"
"3244"	"chr4"	128149673	128273534	"ENST00000669239.1_3"	"AC093772.2"	"-"	"lncRNA"	"chr4"	128018252	128391707	"ENST00000504050.5_3"	"AC093772.1"	"-"	"lncRNA"	123861	"same"	"3244_ID"
"3245"	"chr4"	186509062	186515157	"ENST00000411847.1_1"	"AC093797.1"	"+"	"lncRNA"	"chr4"	186506597	186877522	"ENST00000284776.11_4"	"SORBS2"	"-"	"protein_coding"	6095	"opposite"	"3245_ID"
"3246"	"chr7"	97952164	97952742	"ENST00000610062.1_1"	"AC093799.1"	"+"	"lncRNA"	"chr7"	97920961	98030402	"ENST00000005260.9_4"	"BAIAP2L1"	"-"	"protein_coding"	578	"opposite"	"3246_ID"
"3247"	"chr4"	26639011	26639112	"ENST00000580172.1"	"AC093807.1"	"-"	"miRNA"	"chr4"	26585705	26757845	"ENST00000264866.9_2"	"TBC1D19"	"+"	"protein_coding"	101	"opposite"	"3247_ID"
"3248"	"chr4"	158558838	158588196	"ENST00000507296.1_1"	"AC093817.1"	"+"	"lncRNA"	"chr4"	158489882	158745408	"ENST00000652341.2_4"	"AC093817.2"	"-"	"lncRNA"	78897	"opposite"	"3248_ID"
"3249"	"chr4"	186043475	186043576	"ENST00000578796.1"	"AC093824.1"	"+"	"miRNA"	"chr4"	186040137	186048632	"ENST00000665695.1_3"	"AC093824.2"	"-"	"lncRNA"	101	"opposite"	"3249_ID"
"3250"	"chr2"	45395721	45396553	"ENST00000442821.1_2"	"AC093833.1"	"+"	"lncRNA"	"chr2"	45391956	45550528	"ENST00000658738.1_3"	"LINC01121"	"-"	"lncRNA"	832	"opposite"	"3250_ID"
"3251"	"chr2"	221676337	221718176	"ENST00000651076.1_3"	"AC093843.2"	"-"	"lncRNA"	"chr2"	221641537	221720593	"ENST00000658049.1_1"	"AC093843.1"	"+"	"lncRNA"	41839	"opposite"	"3251_ID"
"3252"	"chr4"	146563487	146571776	"ENST00000504555.1_3"	"AC093864.1"	"-"	"lncRNA"	"chr4"	146520212	146576613	"ENST00000649704.1_3"	"MMAA"	"+"	"protein_coding"	8289	"opposite"	"3252_ID"
"3253"	"chr4"	18489684	18491131	"ENST00000503815.1_3"	"AC093871.1"	"-"	"lncRNA"	"chr4"	18420284	18890285	"ENST00000652661.1_1"	"AC093898.1"	"+"	"lncRNA"	1447	"opposite"	"3253_ID"
"3254"	"chr4"	113952442	113955707	"ENST00000513645.2_3"	"AC093879.1"	"-"	"lncRNA"	"chr4"	113739208	114305377	"ENST00000672955.1_3"	"ANK2"	"+"	"protein_coding"	3265	"opposite"	"3254_ID"
"3255"	"chr4"	113952442	113955707	"ENST00000513645.2_3"	"AC093879.1"	"-"	"lncRNA"	"chr4"	113900745	113993118	"ENST00000508959.1_3"	"ANK2-AS1"	"-"	"lncRNA"	3265	"same"	"3255_ID"
"3256"	"chr4"	147560412	147560495	"ENST00000584185.1"	"AC093887.1"	"+"	"miRNA"	"chr4"	147560044	147563626	"ENST00000281321.3_2"	"POU4F2"	"+"	"protein_coding"	83	"same"	"3256_ID"
"3257"	"chr4"	144931389	144933751	"ENST00000652283.1_1"	"AC093890.2"	"+"	"lncRNA"	"chr4"	144917256	144940533	"ENST00000502664.6_8"	"GYPB"	"-"	"protein_coding"	2362	"opposite"	"3257_ID"
"3258"	"chr4"	144931389	144933751	"ENST00000652283.1_1"	"AC093890.2"	"+"	"lncRNA"	"chr4"	144833483	145114063	"ENST00000641741.2_2"	"AC107223.1"	"+"	"lncRNA"	2362	"same"	"3258_ID"
"3259"	"chr4"	150587208	150632301	"ENST00000505781.1_1"	"AC093893.1"	"+"	"lncRNA"	"chr4"	150272860	150736995	"ENST00000636793.2_6"	"IQCM"	"-"	"protein_coding"	45093	"opposite"	"3259_ID"
"3260"	"chr4"	79109489	79109577	"ENST00000408256.1"	"AC093897.1"	"+"	"miRNA"	"chr4"	78978476	79465423	"ENST00000512123.4_2"	"FRAS1"	"+"	"protein_coding"	88	"same"	"3260_ID"
"3261"	"chr2"	237276202	237277745	"ENST00000605740.1_1"	"AC093915.1"	"+"	"lncRNA"	"chr2"	237232789	237416178	"ENST00000309507.9_3"	"IQCA1"	"-"	"protein_coding"	1543	"opposite"	"3261_ID"
"3262"	"chr1"	77811730	77815270	"ENST00000436206.1_3"	"AC095030.1"	"-"	"lncRNA"	"chr1"	77747703	78025651	"ENST00000354567.7_2"	"AK5"	"+"	"protein_coding"	45483	"opposite"	"3262_ID"
"3263"	"chr4"	152061142	152062255	"ENST00000603472.1_1"	"AC095055.1"	"+"	"lncRNA"	"chr4"	152041432	152246757	"ENST00000604030.7_5"	"SH3D19"	"-"	"protein_coding"	1113	"opposite"	"3263_ID"
"3264"	"chr4"	73188744	73196468	"ENST00000503918.1_1"	"AC095056.1"	"+"	"lncRNA"	"chr4"	73146685	73434938	"ENST00000286657.10_5"	"ADAMTS3"	"-"	"protein_coding"	7724	"opposite"	"3264_ID"
"3265"	"chr4"	93754835	93759993	"ENST00000502570.1_3"	"AC095059.1"	"-"	"lncRNA"	"chr4"	93225116	94695717	"ENST00000282020.9_3"	"GRID2"	"+"	"protein_coding"	5158	"opposite"	"3265_ID"
"3266"	"chr4"	160044784	160044836	"ENST00000577188.1"	"AC095064.1"	"-"	"miRNA"	"chr4"	160024164	160281326	"ENST00000644474.1_2"	"RAPGEF2"	"+"	"protein_coding"	52	"opposite"	"3266_ID"
"3267"	"chr12"	131143312	131153667	"ENST00000591364.5_1"	"AC095350.1"	"+"	"lncRNA"	"chr12"	130880721	131200826	"ENST00000643940.1_4"	"RIMBP2"	"-"	"protein_coding"	17892	"opposite"	"3267_ID"
"3268"	"chr1"	61549126	61549202	"ENST00000584315.1"	"AC096534.1"	"-"	"miRNA"	"chr1"	61331003	61923683	"ENST00000664495.1_1"	"NFIA"	"+"	"nonsense_mediated_decay"	76	"opposite"	"3268_ID"
"3269"	"chr1"	55258557	55260578	"ENST00000450503.1_1"	"AC096536.1"	"+"	"lncRNA"	"chr1"	55245384	55266996	"ENST00000371276.9_7"	"TTC22"	"-"	"protein_coding"	2021	"opposite"	"3269_ID"
"3270"	"chr1"	55340344	55349337	"ENST00000658428.1_1"	"AC096536.3"	"+"	"lncRNA"	"chr1"	55315299	55352868	"ENST00000371269.9_5"	"DHCR24"	"-"	"protein_coding"	8993	"opposite"	"3270_ID"
"3271"	"chr1"	48283737	48285909	"ENST00000445070.1_1"	"AC096541.1"	"+"	"lncRNA"	"chr1"	48226199	48463057	"ENST00000606738.3_4"	"TRABD2B"	"-"	"protein_coding"	2172	"opposite"	"3271_ID"
"3272"	"chr1"	63715590	63717442	"ENST00000449140.2_1"	"AC096543.2"	"+"	"lncRNA"	"chr1"	63624760	63782943	"ENST00000656229.1_3"	"LINC00466"	"-"	"lncRNA"	1852	"opposite"	"3272_ID"
"3273"	"chr2"	73715705	73715787	"ENST00000408160.1"	"AC096546.1"	"-"	"miRNA"	"chr2"	73612963	73837043	"ENST00000613296.6_5"	"ALMS1"	"+"	"protein_coding"	82	"opposite"	"3273_ID"
"3274"	"chr2"	12739112	12745271	"ENST00000414086.1_1"	"AC096559.1"	"+"	"lncRNA"	"chr2"	12454442	12843039	"ENST00000664018.1_1"	"MIR3681HG"	"+"	"lncRNA"	6159	"same"	"3274_ID"
"3275"	"chr4"	108857186	108862411	"ENST00000512428.1_3"	"AC096564.1"	"-"	"lncRNA"	"chr4"	108852704	108874617	"ENST00000332884.11_2"	"CYP2U1"	"+"	"protein_coding"	5225	"opposite"	"3275_ID"
"3276"	"chr4"	108857186	108862411	"ENST00000512428.1_3"	"AC096564.1"	"-"	"lncRNA"	"chr4"	108784823	108899955	"ENST00000656249.1_3"	"CYP2U1-AS1"	"-"	"lncRNA"	5225	"same"	"3276_ID"
"3277"	"chr4"	21699072	21720649	"ENST00000511835.1_1"	"AC096576.2"	"+"	"lncRNA"	"chr4"	20730228	21950395	"ENST00000382152.7_9"	"KCNIP4"	"-"	"protein_coding"	21577	"opposite"	"3277_ID"
"3278"	"chr4"	21583718	21615351	"ENST00000505528.2_1"	"AC096576.3"	"+"	"lncRNA"	"chr4"	20730228	21950395	"ENST00000382152.7_9"	"KCNIP4"	"-"	"protein_coding"	31633	"opposite"	"3278_ID"
"3279"	"chr4"	21522476	21525332	"ENST00000668733.1_3"	"AC096576.7"	"-"	"lncRNA"	"chr4"	20730228	21950395	"ENST00000382152.7_9"	"KCNIP4"	"-"	"protein_coding"	2856	"same"	"3279_ID"
"3280"	"chr4"	44706421	44706982	"ENST00000610267.1_1"	"AC096586.1"	"+"	"lncRNA"	"chr4"	44684224	44713040	"ENST00000609092.5_4"	"GNPDA2"	"-"	"protein_coding"	561	"opposite"	"3280_ID"
"3281"	"chr4"	44695962	44696403	"ENST00000610260.1_1"	"AC096586.2"	"-"	"lncRNA"	"chr4"	44680436	44702945	"ENST00000281543.6_2"	"GUF1"	"+"	"protein_coding"	441	"opposite"	"3281_ID"
"3282"	"chr4"	44695962	44696403	"ENST00000610260.1_1"	"AC096586.2"	"-"	"lncRNA"	"chr4"	44684224	44713040	"ENST00000609092.5_4"	"GNPDA2"	"-"	"protein_coding"	441	"same"	"3282_ID"
"3283"	"chr1"	200113961	200114063	"ENST00000408476.1"	"AC096633.1"	"+"	"miRNA"	"chr1"	199996837	200146543	"ENST00000367362.8_4"	"NR5A2"	"+"	"protein_coding"	102	"same"	"3283_ID"
"3284"	"chr2"	176195100	176195200	"ENST00000408420.1"	"AC096649.4"	"+"	"miRNA"	"chr2"	176122069	176327908	"ENST00000438963.2_2"	"AC093459.1"	"+"	"lncRNA"	100	"same"	"3284_ID"
"3285"	"chr4"	186839293	186840614	"ENST00000456728.1_1"	"AC096659.1"	"+"	"lncRNA"	"chr4"	186506597	186877522	"ENST00000284776.11_4"	"SORBS2"	"-"	"protein_coding"	1321	"opposite"	"3285_ID"
"3286"	"chr2"	63922526	63922669	"ENST00000408158.1"	"AC096664.3"	"-"	"miRNA"	"chr2"	63711737	64054977	"ENST00000490935.5_3"	"WDPCP"	"-"	"processed_transcript"	143	"same"	"3286_ID"
"3287"	"chr1"	201433510	201434274	"ENST00000430471.1_3"	"AC096677.2"	"-"	"lncRNA"	"chr1"	201433405	201438316	"ENST00000367311.5_4"	"PHLDA3"	"-"	"protein_coding"	764	"same"	"3287_ID"
"3288"	"chr18"	66567017	66569492	"ENST00000584226.4_3"	"AC096708.2"	"-"	"lncRNA"	"chr18"	66465316	66722426	"ENST00000360242.9_3"	"CCDC102B"	"+"	"protein_coding"	2475	"opposite"	"3288_ID"
"3289"	"chr18"	66575284	66575836	"ENST00000620563.1_1"	"AC096708.3"	"+"	"lncRNA"	"chr18"	66465316	66722426	"ENST00000360242.9_3"	"CCDC102B"	"+"	"protein_coding"	552	"same"	"3289_ID"
"3290"	"chr4"	132948329	132949589	"ENST00000510967.1_3"	"AC096711.1"	"-"	"lncRNA"	"chr4"	132899639	133266776	"ENST00000652009.1_3"	"AC093916.1"	"-"	"lncRNA"	1260	"same"	"3290_ID"
"3291"	"chr4"	66868998	66882510	"ENST00000513540.1_1"	"AC096721.1"	"+"	"lncRNA"	"chr4"	66864563	67015730	"ENST00000508572.1_1"	"AC116049.1"	"+"	"lncRNA"	13512	"same"	"3291_ID"
"3292"	"chr4"	124666077	124666828	"ENST00000439565.1_3"	"AC096732.1"	"-"	"lncRNA"	"chr4"	124460605	124883737	"ENST00000664622.1_1"	"LINC01091"	"+"	"lncRNA"	751	"opposite"	"3292_ID"
"3293"	"chr4"	141633321	141637235	"ENST00000503844.1_1"	"AC096733.1"	"+"	"lncRNA"	"chr4"	141541935	141677539	"ENST00000442267.3_4"	"TBC1D9"	"-"	"protein_coding"	3914	"opposite"	"3293_ID"
"3294"	"chr4"	170122944	170141500	"ENST00000510225.1_1"	"AC096741.1"	"+"	"lncRNA"	"chr4"	170015409	170192107	"ENST00000284637.14_4"	"SH3RF1"	"-"	"protein_coding"	18556	"opposite"	"3294_ID"
"3295"	"chr2"	80021395	80021507	"ENST00000577381.1"	"AC096753.1"	"+"	"miRNA"	"chr2"	79412356	80875904	"ENST00000466387.5_3"	"CTNNA2"	"+"	"protein_coding"	112	"same"	"3295_ID"
"3296"	"chr4"	76326404	76348232	"ENST00000507739.5_1"	"AC096759.2"	"+"	"lncRNA"	"chr4"	76286416	76359659	"ENST00000510744.1_3"	"AC096759.1"	"-"	"lncRNA"	21829	"opposite"	"3296_ID"
"3297"	"chr4"	134978622	135006661	"ENST00000651116.1_1"	"AC096763.1"	"+"	"lncRNA"	"chr4"	134947819	135248644	"ENST00000658435.1_3"	"AC015631.1"	"-"	"lncRNA"	42040	"opposite"	"3297_ID"
"3298"	"chr2"	208618595	208619159	"ENST00000609146.1_1"	"AC096772.1"	"-"	"lncRNA"	"chr2"	208576363	208620898	"ENST00000295414.8_4"	"CCNYL1"	"+"	"protein_coding"	564	"opposite"	"3298_ID"
"3299"	"chr1"	77473428	77473500	"ENST00000408793.2"	"AC096951.1"	"+"	"miRNA"	"chr1"	77333164	77533231	"ENST00000477717.6_2"	"ST6GALNAC5"	"+"	"protein_coding"	72	"same"	"3299_ID"
"3300"	"chr3"	136556179	136557863	"ENST00000609553.1_1"	"AC096992.2"	"-"	"lncRNA"	"chr3"	136537925	136574730	"ENST00000393079.3_1"	"SLC35G2"	"+"	"protein_coding"	1684	"opposite"	"3300_ID"
