"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr12"	75308321	75401456	"ENSMUST00000055390.5"	"Rhoj"	"+"	"protein_coding"	93135
"chr17"	75435925	75529054	"ENSMUST00000164192.8"	"Rasgrp3"	"+"	"protein_coding"	93129
"chr15"	93398396	93491510	"ENSMUST00000049122.15"	"Pphln1"	"+"	"protein_coding"	93114
"chr2"	5137775	5230878	"ENSMUST00000027988.7"	"Ccdc3"	"+"	"protein_coding"	93103
"chr7"	143203457	143296549	"ENSMUST00000185789.2"	"Kcnq1ot1"	"-"	"antisense"	93092
"chr10"	4266379	4359470	"ENSMUST00000045730.6"	"Akap12"	"+"	"protein_coding"	93091
"chr4"	119322465	119415521	"ENSMUST00000238759.1"	"Ccdc30"	"-"	"protein_coding"	93056
"chr18"	10725547	10818578	"ENSMUST00000052838.10"	"Mib1"	"+"	"protein_coding"	93031
"chr2"	102550011	102643041	"ENSMUST00000028612.7"	"Pamr1"	"+"	"protein_coding"	93030
"chr14"	121286342	121379334	"ENSMUST00000079817.7"	"Stk24"	"-"	"protein_coding"	92992
"chr12"	95692225	95785215	"ENSMUST00000057324.3"	"Flrt2"	"+"	"protein_coding"	92990
"chr10"	44730939	44823886	"ENSMUST00000217315.1"	"Gm47392"	"+"	"lincRNA"	92947
"chr12"	16894894	16987823	"ENSMUST00000020904.7"	"Rock2"	"+"	"protein_coding"	92929
"chr8"	94434390	94527272	"ENSMUST00000211816.1"	"Nlrc5"	"+"	"protein_coding"	92882
"chr7"	67670051	67762912	"ENSMUST00000208764.1"	"Ttc23"	"+"	"protein_coding"	92861
"chrY"	17874740	17967596	"ENSMUST00000177639.6"	"Gm20831"	"+"	"protein_coding"	92856
"chr12"	39061906	39154761	"ENSMUST00000222945.1"	"Gm34809"	"-"	"lincRNA"	92855
"chr2"	167095968	167188818	"ENSMUST00000207917.1"	"Kcnb1"	"-"	"protein_coding"	92850
"chr17"	73306463	73399296	"ENSMUST00000095208.3"	"Capn13"	"-"	"protein_coding"	92833
"chr8"	22476787	22569612	"ENSMUST00000067786.8"	"Slc20a2"	"+"	"protein_coding"	92825
"chr12"	80167546	80260371	"ENSMUST00000021554.15"	"Actn1"	"-"	"protein_coding"	92825
"chr16"	44240179	44332991	"ENSMUST00000136381.7"	"Sidt1"	"-"	"protein_coding"	92812
"chr14"	76414960	76507762	"ENSMUST00000110888.7"	"Tsc22d1"	"+"	"protein_coding"	92802
"chr12"	25304180	25396971	"ENSMUST00000221460.1"	"Gm36723"	"+"	"lincRNA"	92791
"chr10"	15300230	15392942	"ENSMUST00000220374.1"	"Gm47710"	"+"	"lincRNA"	92712
"chr7"	83642824	83735523	"ENSMUST00000001792.11"	"Il16"	"-"	"protein_coding"	92699
"chr9"	95752641	95845286	"ENSMUST00000093800.8"	"Pls1"	"-"	"protein_coding"	92645
"chr2"	132052495	132145108	"ENSMUST00000028815.14"	"Slc23a2"	"-"	"protein_coding"	92613
"chr8"	41239772	41332344	"ENSMUST00000045218.8"	"Pcm1"	"+"	"protein_coding"	92572
"chr13"	51701245	51793747	"ENSMUST00000021900.13"	"Sema4d"	"-"	"protein_coding"	92502
"chr15"	19302947	19395422	"ENSMUST00000228706.1"	"Gm49162"	"-"	"lincRNA"	92475
"chr2"	166805587	166898052	"ENSMUST00000099078.9"	"Arfgef2"	"+"	"protein_coding"	92465
"chr6"	58932089	59024549	"ENSMUST00000089860.11"	"Fam13a"	"-"	"protein_coding"	92460
"chr5"	65605720	65698168	"ENSMUST00000201948.3"	"Pds5a"	"-"	"protein_coding"	92448
"chr2"	144098817	144191242	"ENSMUST00000210482.1"	"Gm5535"	"-"	"lincRNA"	92425
"chr13"	77043087	77135473	"ENSMUST00000151524.8"	"Slf1"	"-"	"protein_coding"	92386
"chr9"	112256573	112348925	"ENSMUST00000163302.1"	"2900079G21Rik"	"+"	"lincRNA"	92352
"chr3"	37312518	37404866	"ENSMUST00000138710.2"	"Gm43439"	"+"	"processed_transcript"	92348
"chr1"	5070017	5162340	"ENSMUST00000192847.5"	"Atp6v1h"	"+"	"protein_coding"	92323
"chr9"	96539299	96631617	"ENSMUST00000034984.7"	"Rasa2"	"-"	"protein_coding"	92318
"chr7"	79273198	79365508	"ENSMUST00000037315.12"	"Abhd2"	"+"	"protein_coding"	92310
"chr16"	42248441	42340651	"ENSMUST00000102817.4"	"Gap43"	"-"	"protein_coding"	92210
"chr1"	40225079	40317257	"ENSMUST00000027241.10"	"Il1r1"	"+"	"protein_coding"	92178
"chr8"	79965852	80058006	"ENSMUST00000079038.3"	"Hhip"	"-"	"protein_coding"	92154
"chr14"	20548911	20641063	"ENSMUST00000022356.11"	"Usp54"	"-"	"protein_coding"	92152
"chr12"	35602543	35694682	"ENSMUST00000223547.1"	"Gm34047"	"+"	"lincRNA"	92139
"chr9"	101770371	101862447	"ENSMUST00000187061.1"	"Gm29521"	"-"	"processed_transcript"	92076
"chr6"	136518801	136610862	"ENSMUST00000032335.12"	"Atf7ip"	"+"	"protein_coding"	92061
"chr13"	98723402	98815449	"ENSMUST00000040340.15"	"Fcho2"	"-"	"protein_coding"	92047
"chr1"	64029446	64121491	"ENSMUST00000114086.7"	"Klf7"	"-"	"protein_coding"	92045
"chr15"	6708382	6800401	"ENSMUST00000061656.7"	"Rictor"	"+"	"protein_coding"	92019
"chr1"	65186701	65278695	"ENSMUST00000081154.13"	"Pikfyve"	"+"	"protein_coding"	91994
"chr10"	123105005	123196995	"ENSMUST00000220377.1"	"Usp15"	"-"	"protein_coding"	91990
"chr14"	34410733	34502687	"ENSMUST00000049005.14"	"Bmpr1a"	"-"	"protein_coding"	91954
"chr19"	46396895	46488804	"ENSMUST00000039922.12"	"Sufu"	"+"	"protein_coding"	91909
"chr1"	55268855	55360741	"ENSMUST00000173983.7"	"Boll"	"-"	"protein_coding"	91886
"chr18"	37843600	37935476	"ENSMUST00000115634.7"	"Diaph1"	"-"	"protein_coding"	91876
"chr7"	80711582	80803416	"ENSMUST00000167377.2"	"Iqgap1"	"-"	"protein_coding"	91834
"chr8"	84708615	84800344	"ENSMUST00000099070.9"	"Nfix"	"-"	"protein_coding"	91729
"chr12"	78748991	78840714	"ENSMUST00000082024.6"	"Mpp5"	"+"	"protein_coding"	91723
"chr4"	30432111	30523783	"ENSMUST00000152306.1"	"Gm11924"	"+"	"lincRNA"	91672
"chr5"	96070332	96161990	"ENSMUST00000155901.7"	"Cnot6l"	"-"	"protein_coding"	91658
"chr8"	35587797	35679449	"ENSMUST00000037666.5"	"Mfhas1"	"+"	"protein_coding"	91652
"chr1"	107936708	108028337	"ENSMUST00000189497.1"	"D830032E09Rik"	"+"	"lincRNA"	91629
"chr1"	73750320	73841917	"ENSMUST00000188600.1"	"Gm29183"	"-"	"lincRNA"	91597
"chr1"	165485182	165576774	"ENSMUST00000027852.14"	"Adcy10"	"+"	"protein_coding"	91592
"chr19"	36614051	36705641	"ENSMUST00000149601.7"	"Hectd2os"	"-"	"antisense"	91590
"chr13"	76098733	76190316	"ENSMUST00000224386.1"	"Ttc37"	"+"	"protein_coding"	91583
"chr17"	31944768	32036349	"ENSMUST00000238192.1"	"Hsf2bp"	"-"	"protein_coding"	91581
"chr5"	70751046	70842617	"ENSMUST00000031119.5"	"Gabrg1"	"-"	"protein_coding"	91571
"chr10"	76351262	76442786	"ENSMUST00000217838.1"	"Pcnt"	"-"	"protein_coding"	91524
"chr16"	20141062	20232573	"ENSMUST00000090052.10"	"Yeats2"	"+"	"protein_coding"	91511
"chr6"	120203093	120294559	"ENSMUST00000057283.7"	"B4galnt3"	"-"	"protein_coding"	91466
"chr14"	47648447	47739894	"ENSMUST00000187839.7"	"Ktn1"	"+"	"protein_coding"	91447
"chr13"	108316379	108407782	"ENSMUST00000163307.7"	"Depdc1b"	"+"	"protein_coding"	91403
"chr9"	24411777	24503140	"ENSMUST00000142064.7"	"Dpy19l1"	"-"	"protein_coding"	91363
"chr11"	46055991	46147343	"ENSMUST00000011400.7"	"Adam19"	"+"	"protein_coding"	91352
"chr7"	27356386	27447686	"ENSMUST00000172269.1"	"Sptbn4"	"-"	"protein_coding"	91300
"chr9"	37555697	37646987	"ENSMUST00000213126.1"	"Siae"	"+"	"protein_coding"	91290
"chr11"	32533304	32624587	"ENSMUST00000102821.3"	"Stk10"	"+"	"protein_coding"	91283
"chr1"	105663912	105755191	"ENSMUST00000086721.9"	"Relch"	"+"	"protein_coding"	91279
"chr7"	138940729	139031950	"ENSMUST00000166163.2"	"Jakmip3"	"+"	"protein_coding"	91221
"chr1"	87853286	87944490	"ENSMUST00000027517.13"	"Dgkd"	"+"	"protein_coding"	91204
"chr2"	60292102	60383303	"ENSMUST00000112533.7"	"Ly75"	"-"	"protein_coding"	91201
"chr17"	12227620	12318796	"ENSMUST00000089058.6"	"Map3k4"	"-"	"protein_coding"	91176
"chr7"	101421690	101512827	"ENSMUST00000163751.9"	"Pde2a"	"+"	"protein_coding"	91137
"chr3"	137341066	137432185	"ENSMUST00000122064.7"	"Emcn"	"+"	"protein_coding"	91119
"chr19"	29714401	29805507	"ENSMUST00000175726.7"	"9930021J03Rik"	"-"	"protein_coding"	91106
"chr3"	142790901	142882004	"ENSMUST00000043812.14"	"Pkn2"	"-"	"protein_coding"	91103
"chr2"	19462836	19553914	"ENSMUST00000062060.4"	"4921504E06Rik"	"-"	"protein_coding"	91078
"chr9"	44142975	44234049	"ENSMUST00000206720.1"	"Cbl"	"-"	"protein_coding"	91074
"chr8"	37097017	37188061	"ENSMUST00000211374.1"	"Gm45524"	"+"	"lincRNA"	91044
"chr16"	37916495	38007530	"ENSMUST00000061274.8"	"Gpr156"	"+"	"protein_coding"	91035
"chr10"	41718840	41809868	"ENSMUST00000189770.6"	"Cep57l1"	"-"	"protein_coding"	91028
"chr2"	70964560	71055583	"ENSMUST00000100037.8"	"Mettl8"	"-"	"protein_coding"	91023
"chr5"	144768793	144859778	"ENSMUST00000100467.9"	"Trrap"	"+"	"protein_coding"	90985
"chr18"	66127304	66218288	"ENSMUST00000236179.1"	"Gm50143"	"-"	"sense_intronic"	90984
"chr9"	116084292	116175265	"ENSMUST00000061101.11"	"Tgfbr2"	"-"	"protein_coding"	90973
"chr10"	99107102	99198074	"ENSMUST00000159990.1"	"Poc1b"	"+"	"protein_coding"	90972
"chr1"	121087473	121178441	"ENSMUST00000185678.1"	"Celrr"	"+"	"lincRNA"	90968
"chr3"	50516398	50607223	"ENSMUST00000194629.1"	"Gm6209"	"-"	"processed_transcript"	90825
"chr7"	102119397	102210176	"ENSMUST00000210682.1"	"Nup98"	"-"	"protein_coding"	90779
"chr14"	17931137	18021901	"ENSMUST00000225876.1"	"Gm48321"	"-"	"antisense"	90764
"chr18"	38838674	38929404	"ENSMUST00000131348.7"	"Fgf1"	"-"	"protein_coding"	90730
"chr12"	44221369	44312092	"ENSMUST00000122902.7"	"Pnpla8"	"+"	"protein_coding"	90723
"chr9"	72532239	72622937	"ENSMUST00000093820.9"	"Rfx7"	"+"	"protein_coding"	90698
"chr5"	25759996	25850688	"ENSMUST00000128727.7"	"Actr3b"	"+"	"protein_coding"	90692
"chr11"	84422854	84513522	"ENSMUST00000018841.2"	"Aatf"	"-"	"protein_coding"	90668
"chr11"	41910202	42000857	"ENSMUST00000070725.10"	"Gabrg2"	"-"	"protein_coding"	90655
"chr4"	112557193	112647840	"ENSMUST00000106560.9"	"Skint2"	"+"	"protein_coding"	90647
"chr7"	123279217	123369851	"ENSMUST00000207010.1"	"Arhgap17"	"-"	"protein_coding"	90634
"chr17"	5841328	5931954	"ENSMUST00000002436.10"	"Snx9"	"+"	"protein_coding"	90626
"chr13"	114607236	114697822	"ENSMUST00000181553.1"	"4930544M13Rik"	"+"	"lincRNA"	90586
"chr2"	68657883	68748467	"ENSMUST00000128259.8"	"4932414N04Rik"	"+"	"protein_coding"	90584
"chr1"	156558986	156649568	"ENSMUST00000166172.8"	"Abl2"	"+"	"protein_coding"	90582
"chr11"	86267032	86357602	"ENSMUST00000043624.8"	"Med13"	"-"	"protein_coding"	90570
"chr7"	55842070	55932602	"ENSMUST00000032629.15"	"Cyfip1"	"+"	"protein_coding"	90532
"chr9"	99478371	99568899	"ENSMUST00000035043.11"	"Armc8"	"-"	"protein_coding"	90528
"chr2"	102811140	102901665	"ENSMUST00000111194.7"	"Cd44"	"-"	"protein_coding"	90525
"chr7"	135742675	135833187	"ENSMUST00000209956.1"	"Gm36431"	"+"	"lincRNA"	90512
"chr5"	118064964	118155464	"ENSMUST00000049474.8"	"Fbxw8"	"-"	"protein_coding"	90500
"chr8"	87203025	87293504	"ENSMUST00000183344.1"	"Gm27169"	"+"	"lincRNA"	90479
"chr9"	83548326	83638801	"ENSMUST00000188241.6"	"Sh3bgrl2"	"+"	"protein_coding"	90475
"chr11"	90804691	90895149	"ENSMUST00000142521.1"	"4930405D11Rik"	"+"	"lincRNA"	90458
"chr2"	58267452	58357895	"ENSMUST00000028178.13"	"Acvr1c"	"-"	"protein_coding"	90443
"chr12"	38780081	38870484	"ENSMUST00000095767.10"	"Etv1"	"+"	"protein_coding"	90403
"chr10"	44598719	44689081	"ENSMUST00000217008.1"	"Gm35154"	"+"	"lincRNA"	90362
"chr11"	79782045	79872394	"ENSMUST00000131441.1"	"9130204K15Rik"	"-"	"lincRNA"	90349
"chr16"	95992091	96082428	"ENSMUST00000099502.8"	"Brwd1"	"-"	"protein_coding"	90337
"chr12"	80790558	80880835	"ENSMUST00000068519.6"	"Susd6"	"+"	"protein_coding"	90277
"chr5"	16791809	16882052	"ENSMUST00000211738.1"	"Gm28710"	"+"	"protein_coding"	90243
"chr3"	63295871	63386030	"ENSMUST00000194134.5"	"Mme"	"+"	"protein_coding"	90159
"chr9"	58028677	58118823	"ENSMUST00000098682.9"	"Ccdc33"	"-"	"protein_coding"	90146
"chr17"	31386209	31476310	"ENSMUST00000047168.12"	"Pde9a"	"+"	"protein_coding"	90101
"chr5"	90931279	91021368	"ENSMUST00000071652.5"	"Mthfd2l"	"+"	"protein_coding"	90089
"chr12"	84456247	84546145	"ENSMUST00000221033.1"	"Lin52"	"+"	"protein_coding"	89898
"chr1"	167001416	167091302	"ENSMUST00000165874.7"	"Fam78b"	"+"	"protein_coding"	89886
"chr5"	32737229	32827109	"ENSMUST00000144673.2"	"Gm20671"	"-"	"protein_coding"	89880
"chr16"	93919031	94008837	"ENSMUST00000050962.4"	"Cldn14"	"-"	"protein_coding"	89806
"chr14"	64950044	65039835	"ENSMUST00000239450.1"	"Ints9"	"+"	"protein_coding"	89791
"chr14"	70890119	70979838	"ENSMUST00000022699.9"	"Gfra2"	"+"	"protein_coding"	89719
"chr8"	111536096	111625720	"ENSMUST00000172856.7"	"Znrf1"	"+"	"protein_coding"	89624
"chr12"	28249758	28339376	"ENSMUST00000222662.1"	"Gm47872"	"-"	"lincRNA"	89618
"chr7"	131032045	131121628	"ENSMUST00000084509.5"	"Dmbt1"	"+"	"protein_coding"	89583
"chr13"	26968490	27058022	"ENSMUST00000223686.1"	"Gm47888"	"-"	"antisense"	89532
"chrX"	75785653	75875182	"ENSMUST00000114059.9"	"Pls3"	"-"	"protein_coding"	89529
"chr18"	77789913	77879416	"ENSMUST00000238172.1"	"Pstpip2"	"+"	"protein_coding"	89503
"chr4"	119539660	119629119	"ENSMUST00000044564.14"	"Foxj3"	"+"	"protein_coding"	89459
"chr12"	69803749	69893200	"ENSMUST00000110570.7"	"Map4k5"	"-"	"protein_coding"	89451
"chr2"	34018288	34107729	"ENSMUST00000134921.1"	"C230014O12Rik"	"-"	"lincRNA"	89441
"chr8"	14911662	15001085	"ENSMUST00000084207.11"	"Arhgef10"	"+"	"protein_coding"	89423
"chr2"	158409847	158499253	"ENSMUST00000109486.8"	"Ralgapb"	"+"	"protein_coding"	89406
"chr19"	35835216	35924574	"ENSMUST00000237777.1"	"A830019P07Rik"	"-"	"lincRNA"	89358
"chr5"	144876501	144965847	"ENSMUST00000085684.10"	"Smurf1"	"-"	"protein_coding"	89346
"chr3"	40846969	40936307	"ENSMUST00000108078.8"	"Abhd18"	"+"	"protein_coding"	89338
"chr14"	44226219	44315511	"ENSMUST00000228838.1"	"Gm32857"	"-"	"lincRNA"	89292
"chr7"	68273838	68363092	"ENSMUST00000125685.8"	"Fam169b"	"+"	"protein_coding"	89254
"chr6"	143010919	143100107	"ENSMUST00000087485.6"	"C2cd5"	"-"	"protein_coding"	89188
"chr2"	48814108	48903269	"ENSMUST00000063886.3"	"Acvr2a"	"+"	"protein_coding"	89161
"chr8"	69907075	69996233	"ENSMUST00000177851.8"	"Gatad2a"	"-"	"protein_coding"	89158
"chr15"	73095843	73184935	"ENSMUST00000044113.11"	"Ago2"	"-"	"protein_coding"	89092
"chr1"	110888325	110977363	"ENSMUST00000094626.4"	"Cdh19"	"-"	"protein_coding"	89038
"chr15"	83375606	83464606	"ENSMUST00000171436.7"	"Pacsin2"	"-"	"protein_coding"	89000
"chr15"	39768486	39857467	"ENSMUST00000022915.10"	"Dpys"	"-"	"protein_coding"	88981
"chr1"	24011244	24100194	"ENSMUST00000187752.6"	"Fam135a"	"-"	"protein_coding"	88950
"chr13"	62671783	62760700	"ENSMUST00000220733.1"	"Platr25"	"-"	"protein_coding"	88917
"chr9"	72274878	72363777	"ENSMUST00000098576.9"	"Zfp280d"	"+"	"protein_coding"	88899
"chr11"	106661796	106750628	"ENSMUST00000068021.8"	"Pecam1"	"-"	"protein_coding"	88832
"chr13"	48879218	48968017	"ENSMUST00000060805.6"	"Fam120a"	"-"	"protein_coding"	88799
"chr9"	86467153	86555923	"ENSMUST00000190957.6"	"Dop1a"	"+"	"protein_coding"	88770
"chr6"	142234226	142322981	"ENSMUST00000081380.9"	"Slco1a5"	"-"	"protein_coding"	88755
"chr17"	7738568	7827302	"ENSMUST00000239425.1"	"Fndc1"	"-"	"protein_coding"	88734
"chr9"	58652855	58741559	"ENSMUST00000098674.5"	"Rec114"	"-"	"protein_coding"	88704
"chr1"	40680573	40769273	"ENSMUST00000027231.12"	"Slc9a2"	"+"	"protein_coding"	88700
"chr4"	139531688	139620379	"ENSMUST00000040023.15"	"Iffo2"	"+"	"protein_coding"	88691
"chr18"	31634370	31723061	"ENSMUST00000178164.7"	"Sap130"	"+"	"protein_coding"	88691
"chr2"	61711693	61800376	"ENSMUST00000028278.13"	"Psmd14"	"+"	"protein_coding"	88683
"chr6"	50110277	50198939	"ENSMUST00000204545.2"	"Mpp6"	"+"	"protein_coding"	88662
"chr5"	146384984	146473615	"ENSMUST00000016143.8"	"Wasf3"	"+"	"protein_coding"	88631
"chr18"	77065207	77153800	"ENSMUST00000114777.9"	"Pias2"	"+"	"protein_coding"	88593
"chrX"	51117268	51205832	"ENSMUST00000114875.7"	"Mbnl3"	"-"	"protein_coding"	88564
"chr19"	53944305	54032867	"ENSMUST00000169861.8"	"Shoc2"	"+"	"protein_coding"	88562
"chr5"	71569748	71658308	"ENSMUST00000031121.9"	"Gabra4"	"-"	"protein_coding"	88560
"chr6"	140955608	141044134	"ENSMUST00000204271.2"	"Gm30524"	"+"	"lincRNA"	88526
"chr9"	51765351	51853856	"ENSMUST00000065496.11"	"Arhgap20"	"+"	"protein_coding"	88505
"chr5"	8660076	8748575	"ENSMUST00000047753.4"	"Abcb1a"	"+"	"protein_coding"	88499
"chr17"	29614875	29703359	"ENSMUST00000130871.1"	"Gm28043"	"+"	"protein_coding"	88484
"chr13"	61655302	61743770	"ENSMUST00000222397.1"	"Gm49357"	"+"	"lincRNA"	88468
"chr14"	4430991	4519452	"ENSMUST00000164603.7"	"Gm3173"	"+"	"protein_coding"	88461
"chr17"	12418959	12507416	"ENSMUST00000233535.1"	"Slc22a3"	"-"	"protein_coding"	88457
"chr7"	42107769	42196208	"ENSMUST00000166447.2"	"Vmn2r60"	"+"	"protein_coding"	88439
"chr5"	52190678	52279034	"ENSMUST00000199805.4"	"9230114K14Rik"	"+"	"processed_transcript"	88356
"chr6"	83368041	83456392	"ENSMUST00000186548.6"	"Tet3"	"-"	"protein_coding"	88351
"chr4"	58285959	58374302	"ENSMUST00000081919.11"	"Musk"	"+"	"protein_coding"	88343
"chr8"	25849622	25937939	"ENSMUST00000098858.10"	"Kcnu1"	"+"	"protein_coding"	88317
"chr11"	72047527	72135778	"ENSMUST00000075258.12"	"Pitpnm3"	"-"	"protein_coding"	88251
"chr3"	19223107	19311322	"ENSMUST00000099195.9"	"Pde7a"	"-"	"protein_coding"	88215
"chr5"	86728905	86817106	"ENSMUST00000198859.1"	"Gm43055"	"+"	"lincRNA"	88201
"chr10"	63115794	63203952	"ENSMUST00000095580.2"	"Mypn"	"-"	"protein_coding"	88158
"chr7"	112023564	112111661	"ENSMUST00000210309.1"	"Usp47"	"+"	"protein_coding"	88097
"chr9"	21616168	21704230	"ENSMUST00000098948.9"	"Smarca4"	"+"	"protein_coding"	88062
"chr11"	24481908	24569952	"ENSMUST00000152726.1"	"4933430M04Rik"	"+"	"lincRNA"	88044
"chr1"	174833784	174921819	"ENSMUST00000055294.3"	"Grem2"	"-"	"protein_coding"	88035
"chr9"	71504346	71592360	"ENSMUST00000093823.7"	"Myzap"	"-"	"protein_coding"	88014
"chr8"	95719450	95807462	"ENSMUST00000098473.10"	"Cnot1"	"-"	"protein_coding"	88012
"chr8"	71272713	71360712	"ENSMUST00000170242.7"	"Myo9b"	"+"	"protein_coding"	87999
"chr8"	22283440	22371418	"ENSMUST00000077194.1"	"Tpte"	"+"	"protein_coding"	87978
"chr14"	31552904	31640878	"ENSMUST00000167175.7"	"Gm49387"	"-"	"protein_coding"	87974
"chr3"	52134046	52221997	"ENSMUST00000193679.1"	"Gm37202"	"-"	"lincRNA"	87951
"chr6"	8509599	8597548	"ENSMUST00000064285.14"	"Glcci1"	"+"	"protein_coding"	87949
"chr3"	51252719	51340663	"ENSMUST00000194641.5"	"Elf2"	"-"	"protein_coding"	87944
"chr14"	57577520	57665430	"ENSMUST00000174545.8"	"Xpo4"	"-"	"protein_coding"	87910
"chr9"	43744643	43832522	"ENSMUST00000239313.1"	"Nectin1"	"+"	"protein_coding"	87879
"chr17"	32196273	32284109	"ENSMUST00000121285.7"	"Brd4"	"-"	"protein_coding"	87836
"chr5"	30711563	30799375	"ENSMUST00000114729.7"	"Dpysl5"	"+"	"protein_coding"	87812
"chr5"	143622446	143710250	"ENSMUST00000116456.9"	"Cyth3"	"+"	"protein_coding"	87804
"chr5"	144100435	144188204	"ENSMUST00000041804.7"	"Lmtk2"	"+"	"protein_coding"	87769
"chr10"	52233618	52321376	"ENSMUST00000069004.13"	"Dcbld1"	"+"	"protein_coding"	87758
"chr10"	67009188	67096945	"ENSMUST00000020023.8"	"Reep3"	"-"	"protein_coding"	87757
"chr7"	51511028	51598709	"ENSMUST00000043944.5"	"Ano5"	"+"	"protein_coding"	87681
"chr13"	101680562	101768217	"ENSMUST00000055518.12"	"Pik3r1"	"-"	"protein_coding"	87655
"chr5"	115011136	115098790	"ENSMUST00000031530.8"	"Sppl3"	"+"	"protein_coding"	87654
"chr16"	44394798	44482428	"ENSMUST00000099742.8"	"Cfap44"	"+"	"protein_coding"	87630
"chr19"	8989283	9076912	"ENSMUST00000237912.1"	"Ahnak"	"+"	"protein_coding"	87629
"chr4"	109569213	109656791	"ENSMUST00000125237.1"	"Gm12811"	"+"	"processed_transcript"	87578
"chr11"	48904657	48992226	"ENSMUST00000059930.2"	"Gm12185"	"-"	"protein_coding"	87569
"chr1"	58113135	58200698	"ENSMUST00000040999.13"	"Aox3"	"+"	"protein_coding"	87563
"chr1"	72307426	72394952	"ENSMUST00000027379.9"	"Xrcc5"	"+"	"protein_coding"	87526
"chr11"	64435331	64522841	"ENSMUST00000058652.5"	"Hs3st3a1"	"+"	"protein_coding"	87510
"chr9"	72662345	72749852	"ENSMUST00000034740.14"	"Nedd4"	"+"	"protein_coding"	87507
"chr9"	103008498	103096002	"ENSMUST00000188664.1"	"Slco2a1"	"+"	"protein_coding"	87504
"chr15"	75754429	75841915	"ENSMUST00000100538.3"	"Zc3h3"	"-"	"protein_coding"	87486
"chr2"	101562123	101649532	"ENSMUST00000160037.7"	"B230118H07Rik"	"-"	"protein_coding"	87409
"chrX"	61116385	61203785	"ENSMUST00000231449.1"	"Cdr1os"	"+"	"lincRNA"	87400
"chr1"	24678925	24766301	"ENSMUST00000095062.9"	"Lmbrd1"	"+"	"protein_coding"	87376
"chr13"	98839018	98926384	"ENSMUST00000109401.7"	"Tnpo1"	"-"	"protein_coding"	87366
"chr3"	117781646	117868936	"ENSMUST00000029639.11"	"Snx7"	"-"	"protein_coding"	87290
"chr17"	78649912	78737196	"ENSMUST00000145910.8"	"Strn"	"-"	"protein_coding"	87284
"chr5"	63812362	63899625	"ENSMUST00000081747.7"	"0610040J01Rik"	"+"	"protein_coding"	87263
"chr17"	12682405	12769664	"ENSMUST00000024599.13"	"Igf2r"	"-"	"protein_coding"	87259
"chr1"	23761925	23849158	"ENSMUST00000063663.5"	"B3gat2"	"+"	"protein_coding"	87233
"chr4"	63959784	64047015	"ENSMUST00000107377.9"	"Tnc"	"-"	"protein_coding"	87231
"chr1"	51509504	51596718	"ENSMUST00000189410.1"	"Gm17767"	"-"	"lincRNA"	87214
"chr2"	117821927	117909136	"ENSMUST00000149239.1"	"4930412B13Rik"	"+"	"lincRNA"	87209
"chr13"	89655311	89742509	"ENSMUST00000109546.8"	"Vcan"	"-"	"protein_coding"	87198
"chr4"	152390743	152477910	"ENSMUST00000160884.8"	"Kcnab2"	"-"	"protein_coding"	87167
"chr16"	33684465	33771576	"ENSMUST00000152782.7"	"Heg1"	"+"	"protein_coding"	87111
"chr18"	54990309	55077337	"ENSMUST00000181538.1"	"Gm4221"	"+"	"antisense"	87028
"chr6"	6956003	7042979	"ENSMUST00000040826.5"	"Sdhaf3"	"+"	"protein_coding"	86976
"chr13"	60029710	60116669	"ENSMUST00000225266.1"	"A530065N20Rik"	"+"	"lincRNA"	86959
"chr2"	120629125	120716082	"ENSMUST00000140843.8"	"Stard9"	"+"	"protein_coding"	86957
"chr19"	61053839	61140795	"ENSMUST00000122927.7"	"Zfp950"	"-"	"protein_coding"	86956
"chr7"	84689639	84776549	"ENSMUST00000129059.2"	"2610206C17Rik"	"+"	"antisense"	86910
"chr10"	88518278	88605152	"ENSMUST00000121629.7"	"Mybpc1"	"-"	"protein_coding"	86874
"chr11"	97415532	97502402	"ENSMUST00000121799.7"	"Arhgap23"	"+"	"protein_coding"	86870
"chr2"	67309658	67396491	"ENSMUST00000134476.1"	"Gm13599"	"-"	"antisense"	86833
"chr16"	86962458	87049260	"ENSMUST00000231918.1"	"Gm38477"	"-"	"lincRNA"	86802
"chr1"	87509888	87596670	"ENSMUST00000166055.7"	"Neu2"	"+"	"protein_coding"	86782
"chr4"	127474917	127561694	"ENSMUST00000239205.1"	"A630031M04Rik"	"+"	"lincRNA"	86777
"chr15"	65787039	65873816	"ENSMUST00000015146.15"	"Efr3a"	"+"	"protein_coding"	86777
"chr8"	116995678	117082449	"ENSMUST00000098375.5"	"Pkd1l2"	"-"	"protein_coding"	86771
