"pairid_mouse"	"pairid_human"	"SYMBOL_Host_mouse"	"SYMBOL_Nested_mouse"	"geneChr_Nested_mouse"	"geneStart_Nested_mouse"	"geneEnd_Nested_mouse"	"ENST_Nested_mouse"	"Strand_nested_mouse"	"biotype_nested_mouse"	"geneChr_Host_mouse"	"geneStart_Host_mouse"	"geneEnd_Host_mouse"	"ENST_Host_mouse"	"Strand_host_mouse"	"biotype_host_mouse"	"Overlap_size_mouse"	"Strandness_mouse"	"ENST_Host_Human"	"ENST_Nested_Human"	"geneChr_Nested_Human"	"geneStart_Nested_Human"	"geneEnd_Nested_Human"	"SYMBOL_Nested_Human"	"Strand_nested_Human"	"biotype_nested_Human"	"geneChr_Host_Human"	"geneStart_Host_Human"	"geneEnd_Host_Human"	"SYMBOL_Host_Human"	"Strand_host_Human"	"biotype_host_Human"	"Overlap_size_Human"	"Strandness_human"
"298"	"739_ID"	"6872_ID"	"Itgb3bp"	"Efcab7"	"chr4"	99831393	99912610	"ENSMUST00000097959.10"	"+"	"protein_coding"	"chr4"	99765901	99929813	"ENSMUST00000123830.7"	"-"	"protein_coding"	83591	"opposite"	"ENST00000478138.1"	"ENST00000371088.5"	"chr1"	63989195	64038364	"EFCAB7"	"+"	"protein_coding"	"chr1"	63955773	64059392	"ITGB3BP"	"-"	"processed_transcript"	49322	"opposite"
"299"	"7391_ID"	"12585_ID"	"Chpt1"	"Sycp3"	"chr10"	88459568	88473235	"ENSMUST00000020252.9"	"+"	"protein_coding"	"chr10"	88453003	88480872	"ENSMUST00000134318.7"	"-"	"protein_coding"	13668	"opposite"	"ENST00000546873.1"	"ENST00000478139.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"
"300"	"742_ID"	"6883_ID"	"Shc4"	"Eid1"	"chr2"	125673094	125674785	"ENSMUST00000164756.3"	"+"	"protein_coding"	"chr2"	125627446	125723387	"ENSMUST00000042246.13"	"-"	"protein_coding"	1691	"opposite"	"ENST00000332408.9"	"ENST00000530028.3"	"chr15"	49170330	49172370	"EID1"	"+"	"protein_coding"	"chr15"	49115937	49256116	"SHC4"	"-"	"protein_coding"	2040	"opposite"
"301"	"7420_ID"	"12659_ID"	"Zfp804b"	"Tex47"	"chr5"	7304124	7311491	"ENSMUST00000088796.2"	"+"	"protein_coding"	"chr5"	6769009	7344756	"ENSMUST00000200317.4"	"-"	"protein_coding"	7373	"opposite"	"ENST00000333190.5"	"ENST00000297203.3"	"chr7"	88423419	88425051	"TEX47"	"-"	"protein_coding"	"chr7"	88389013	88967842	"ZNF804B"	"+"	"protein_coding"	1632	"opposite"
"302"	"7421_ID"	"12660_ID"	"Ankrd45"	"Tex50"	"chr1"	161154557	161159314	"ENSMUST00000135643.7"	"-"	"protein_coding"	"chr1"	161142711	161170498	"ENSMUST00000111608.7"	"+"	"protein_coding"	4757	"opposite"	"ENST00000333279.3"	"ENST00000417563.3"	"chr1"	173604476	173606269	"TEX50"	"+"	"protein_coding"	"chr1"	173577474	173638990	"ANKRD45"	"-"	"protein_coding"	1793	"opposite"
"303"	"7421_ID"	"12661_ID"	"Ankrd45"	"Tex50"	"chr1"	161154557	161159314	"ENSMUST00000135643.7"	"-"	"protein_coding"	"chr1"	161142711	161170498	"ENSMUST00000111608.7"	"+"	"protein_coding"	4757	"opposite"	"ENST00000648193.1"	"ENST00000417563.3"	"chr1"	173604476	173606269	"TEX50"	"+"	"protein_coding"	"chr1"	173565198	173638976	"AL139142.2"	"-"	"nonsense_mediated_decay"	1793	"opposite"
"304"	"7427_ID"	"12699_ID"	"Syn1"	"Timp1"	"chrX"	20870165	20874733	"ENSMUST00000115342.9"	"+"	"protein_coding"	"chrX"	20860510	20921004	"ENSMUST00000115345.7"	"-"	"protein_coding"	4570	"opposite"	"ENST00000295987.13"	"ENST00000218388.9"	"chrX"	47441834	47446188	"TIMP1"	"+"	"protein_coding"	"chrX"	47431299	47479256	"SYN1"	"-"	"protein_coding"	4382	"opposite"
"305"	"7428_ID"	"12700_ID"	"Syn3"	"Timp3"	"chr10"	86300371	86349506	"ENSMUST00000020234.13"	"+"	"protein_coding"	"chr10"	86055124	86498856	"ENSMUST00000120638.7"	"-"	"protein_coding"	49135	"opposite"	"ENST00000358763.7"	"ENST00000266085.7"	"chr22"	33197690	33259028	"TIMP3"	"+"	"protein_coding"	"chr22"	32903806	33454367	"SYN3"	"-"	"protein_coding"	61338	"opposite"
"306"	"743_ID"	"6884_ID"	"Txnrd1"	"Eid3"	"chr10"	82866625	82867930	"ENSMUST00000211623.1"	"+"	"protein_coding"	"chr10"	82833950	82897712	"ENSMUST00000219368.1"	"+"	"protein_coding"	1305	"same"	"ENST00000525566.6"	"ENST00000527879.2"	"chr12"	104697516	104698983	"EID3"	"+"	"protein_coding"	"chr12"	104609556	104744085	"TXNRD1"	"+"	"protein_coding"	1467	"same"
"307"	"7430_ID"	"12701_ID"	"Syn2"	"Timp4"	"chr6"	115241891	115252205	"ENSMUST00000032462.8"	"-"	"protein_coding"	"chr6"	115134916	115282006	"ENSMUST00000009538.11"	"+"	"protein_coding"	10314	"opposite"	"ENST00000621198.5"	"ENST00000287814.5"	"chr3"	12194567	12200412	"TIMP4"	"-"	"protein_coding"	"chr3"	12045861	12233532	"SYN2"	"+"	"protein_coding"	5845	"opposite"
"308"	"7432_ID"	"12705_ID"	"Pnkd"	"Tmbim1"	"chr1"	74288246	74304405	"ENSMUST00000016309.15"	"-"	"protein_coding"	"chr1"	74285044	74353684	"ENSMUST00000027370.12"	"+"	"protein_coding"	17376	"opposite"	"ENST00000273077.9"	"ENST00000258412.8"	"chr2"	219138919	219157226	"TMBIM1"	"-"	"protein_coding"	"chr2"	219135241	219211516	"PNKD"	"+"	"protein_coding"	18390	"opposite"
"309"	"7438_ID"	"12720_ID"	"Ift140"	"Tmem204"	"chr17"	25057701	25083591	"ENSMUST00000233505.1"	"-"	"protein_coding"	"chr17"	25016390	25099487	"ENSMUST00000024983.11"	"+"	"protein_coding"	25890	"opposite"	"ENST00000426508.7"	"ENST00000253934.9"	"chr16"	1578688	1605581	"TMEM204"	"+"	"protein_coding"	"chr16"	1560427	1662073	"IFT140"	"-"	"protein_coding"	26893	"opposite"
"310"	"7443_ID"	"12729_ID"	"Zfp219"	"Tmem253"	"chr14"	52016864	52019794	"ENSMUST00000100638.3"	"+"	"protein_coding"	"chr14"	52006081	52020733	"ENSMUST00000067549.14"	"-"	"protein_coding"	4137	"opposite"	"ENST00000451119.6"	"ENST00000673682.1"	"chr14"	21566969	21571881	"TMEM253"	"+"	"nonsense_mediated_decay"	"chr14"	21558240	21572881	"ZNF219"	"-"	"protein_coding"	4914	"opposite"
"311"	"7468_ID"	"12779_ID"	"Astn2"	"Trim32"	"chr4"	65604985	65616238	"ENSMUST00000050850.13"	"+"	"protein_coding"	"chr4"	65380802	66404611	"ENSMUST00000068214.10"	"-"	"protein_coding"	11253	"opposite"	"ENST00000361209.6"	"ENST00000450136.2"	"chr9"	119449583	119463578	"TRIM32"	"+"	"protein_coding"	"chr9"	119187506	120177348	"ASTN2"	"-"	"protein_coding"	13996	"opposite"
"312"	"747_ID"	"6890_ID"	"Drg1"	"Eif4enif1"	"chr11"	3202391	3244581	"ENSMUST00000020734.10"	"+"	"protein_coding"	"chr11"	3187359	3252685	"ENSMUST00000159304.7"	"-"	"protein_coding"	42197	"opposite"	"ENST00000548143.1"	"ENST00000330125.10"	"chr22"	31835352	31885828	"EIF4ENIF1"	"-"	"protein_coding"	"chr22"	31822726	31924726	"DRG1"	"+"	"nonsense_mediated_decay"	59132	"opposite"
"313"	"7472_ID"	"12765_ID"	"Gm20458"	"Trp53tg5"	"chr2"	164470300	164473724	"ENSMUST00000017864.2"	"-"	"protein_coding"	"chr2"	164460966	164490760	"ENSMUST00000164863.1"	"+"	"protein_coding"	3424	"opposite"	"ENST00000419593.5"	"ENST00000494455.5"	"chr20"	44004116	44036529	"TP53TG5"	"-"	"processed_transcript"	"chr20"	43991839	44039250	"SYS1-DBNDD2"	"+"	"nonsense_mediated_decay"	35333	"opposite"
"314"	"7508_ID"	"12887_ID"	"Coro7"	"Vasn"	"chr16"	4639940	4650802	"ENSMUST00000038770.3"	"+"	"protein_coding"	"chr16"	4626132	4679777	"ENSMUST00000038552.12"	"-"	"protein_coding"	10862	"opposite"	"ENST00000575334.5"	"ENST00000304735.4"	"chr16"	4421848	4433539	"VASN"	"+"	"protein_coding"	"chr16"	4390251	4470495	"CORO7-PAM16"	"-"	"nonsense_mediated_decay"	11691	"opposite"
"315"	"7508_ID"	"12888_ID"	"Coro7"	"Vasn"	"chr16"	4639940	4650802	"ENSMUST00000038770.3"	"+"	"protein_coding"	"chr16"	4626132	4679777	"ENSMUST00000038552.12"	"-"	"protein_coding"	10862	"opposite"	"ENST00000571227.5"	"ENST00000304735.4"	"chr16"	4421848	4433539	"VASN"	"+"	"protein_coding"	"chr16"	4404544	4466628	"CORO7"	"-"	"nonsense_mediated_decay"	11691	"opposite"
"316"	"7517_ID"	"12896_ID"	"Cdh23"	"Vsir"	"chr10"	60346850	60372684	"ENSMUST00000020301.13"	"+"	"protein_coding"	"chr10"	60302749	60696490	"ENSMUST00000105461.9"	"-"	"protein_coding"	25834	"opposite"	"ENST00000224721.12"	"ENST00000394957.8"	"chr10"	73507312	73533277	"VSIR"	"-"	"protein_coding"	"chr10"	73156676	73575704	"CDH23"	"+"	"protein_coding"	25965	"opposite"
"317"	"7530_ID"	"12928_ID"	"Pfkfb2"	"Yod1"	"chr1"	130717326	130724358	"ENSMUST00000049813.5"	"+"	"protein_coding"	"chr1"	130690277	130729253	"ENSMUST00000189534.6"	"-"	"protein_coding"	7032	"opposite"	"ENST00000411990.6"	"ENST00000367084.1"	"chr1"	207217193	207226325	"YOD1"	"-"	"protein_coding"	"chr1"	207207760	207252479	"PFKFB2"	"+"	"nonsense_mediated_decay"	9132	"opposite"
"318"	"7539_ID"	"13007_ID"	"Slc25a53"	"Zcchc18"	"chrX"	136993297	136998472	"ENSMUST00000033804.4"	"+"	"protein_coding"	"chrX"	136981115	137038300	"ENSMUST00000113069.8"	"-"	"protein_coding"	5318	"opposite"	"ENST00000594199.3"	"ENST00000650639.1"	"chrX"	103357213	103360533	"ZCCHC18"	"+"	"protein_coding"	"chrX"	103343897	103401690	"SLC25A53"	"-"	"protein_coding"	3712	"opposite"
"319"	"754_ID"	"6927_ID"	"Asb3"	"Erlec1"	"chr11"	30930773	30954152	"ENSMUST00000073192.13"	"-"	"protein_coding"	"chr11"	30885415	31101333	"ENSMUST00000203878.2"	"+"	"protein_coding"	23562	"opposite"	"ENST00000406625.6"	"ENST00000185150.9"	"chr2"	54014180	54045933	"ERLEC1"	"+"	"protein_coding"	"chr2"	53897429	54087297	"ASB3"	"-"	"protein_coding"	31776	"opposite"
"320"	"7553_ID"	"13069_ID"	"Tbcd"	"Zfp750"	"chr11"	121510977	121519333	"ENSMUST00000092298.5"	"-"	"protein_coding"	"chr11"	121451948	121617164	"ENSMUST00000103013.9"	"+"	"protein_coding"	8356	"opposite"	"ENST00000355528.9"	"ENST00000269394.4"	"chr17"	80787309	80797898	"ZNF750"	"-"	"protein_coding"	"chr17"	80709940	80903790	"TBCD"	"+"	"protein_coding"	10589	"opposite"
"321"	"759_ID"	"6944_ID"	"Nf1"	"Evi2"	"chr11"	79513384	79530589	"ENSMUST00000170422.3"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"+"	"protein_coding"	17205	"opposite"	"ENST00000356175.7"	"ENST00000330927.5"	"chr17"	29630787	29641072	"EVI2B"	"-"	"protein_coding"	"chr17"	29421944	29704695	"NF1"	"+"	"protein_coding"	10336	"opposite"
"322"	"760_ID"	"4129_ID"	"Nf1"	"Evi2a"	"chr11"	79526567	79530609	"ENSMUST00000170799.7"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"+"	"protein_coding"	4050	"opposite"	"ENST00000356175.7"	"ENST00000578584.5"	"chr17"	29632230	29645849	"AC134669.1"	"-"	"protein_coding"	"chr17"	29421944	29704695	"NF1"	"+"	"protein_coding"	13619	"opposite"
"323"	"760_ID"	"6943_ID"	"Nf1"	"Evi2a"	"chr11"	79526567	79530609	"ENSMUST00000170799.7"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"+"	"protein_coding"	4050	"opposite"	"ENST00000356175.7"	"ENST00000462804.3"	"chr17"	29643427	29648640	"EVI2A"	"-"	"protein_coding"	"chr17"	29421944	29704695	"NF1"	"+"	"protein_coding"	5340	"opposite"
"324"	"761_ID"	"6944_ID"	"Nf1"	"Evi2b"	"chr11"	79515055	79523762	"ENSMUST00000179322.1"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"+"	"protein_coding"	8707	"opposite"	"ENST00000356175.7"	"ENST00000330927.5"	"chr17"	29630787	29641072	"EVI2B"	"-"	"protein_coding"	"chr17"	29421944	29704695	"NF1"	"+"	"protein_coding"	10336	"opposite"
"325"	"763_ID"	"6951_ID"	"Iqgap2"	"F2rl2"	"chr13"	95696852	95702739	"ENSMUST00000022182.4"	"+"	"protein_coding"	"chr13"	95627173	95891995	"ENSMUST00000068603.7"	"-"	"protein_coding"	5887	"opposite"	"ENST00000274364.11"	"ENST00000296641.5"	"chr5"	75911306	75919228	"F2RL2"	"-"	"protein_coding"	"chr5"	75699109	76003957	"IQGAP2"	"+"	"protein_coding"	7932	"opposite"
"326"	"772_ID"	"6960_ID"	"Pip5k1b"	"Fam122a"	"chr19"	24476501	24477356	"ENSMUST00000099556.1"	"-"	"protein_coding"	"chr19"	24294793	24555872	"ENSMUST00000025800.14"	"-"	"protein_coding"	855	"same"	"ENST00000265382.8"	"ENST00000394264.7"	"chr9"	71394980	71400482	"FAM122A"	"+"	"protein_coding"	"chr9"	71320155	71624092	"PIP5K1B"	"+"	"protein_coding"	5502	"same"
"327"	"782_ID"	"6998_ID"	"Slc5a10"	"Fam83g"	"chr11"	61684418	61709951	"ENSMUST00000093019.5"	"+"	"protein_coding"	"chr11"	61672780	61720826	"ENSMUST00000128196.1"	"-"	"protein_coding"	25861	"opposite"	"ENST00000317977.10"	"ENST00000388995.11"	"chr17"	18872101	18908077	"FAM83G"	"-"	"protein_coding"	"chr17"	18853657	18925908	"SLC5A10"	"+"	"protein_coding"	35976	"opposite"
"328"	"788_ID"	"7005_ID"	"Ubox5"	"Fastkd5"	"chr2"	130613839	130630027	"ENSMUST00000110262.2"	"-"	"protein_coding"	"chr2"	130590001	130630038	"ENSMUST00000028761.4"	"-"	"protein_coding"	16188	"same"	"ENST00000348031.6"	"ENST00000380266.4"	"chr20"	3127164	3140511	"FASTKD5"	"-"	"protein_coding"	"chr20"	3088218	3140842	"UBOX5"	"-"	"protein_coding"	13347	"same"
"329"	"789_ID"	"7007_ID"	"Wnt5b"	"Fbxl14"	"chr6"	119479667	119482630	"ENSMUST00000032094.6"	"+"	"protein_coding"	"chr6"	119432530	119544347	"ENSMUST00000178696.7"	"-"	"protein_coding"	2963	"opposite"	"ENST00000539198.5"	"ENST00000339235.4"	"chr12"	1675158	1703747	"FBXL14"	"-"	"protein_coding"	"chr12"	1639056	1748875	"WNT5B"	"+"	"protein_coding"	28589	"opposite"
"330"	"800_ID"	"7025_ID"	"Fam227b"	"Fgf7"	"chr2"	126034657	126091185	"ENSMUST00000064794.13"	"+"	"protein_coding"	"chr2"	125983482	126152004	"ENSMUST00000110446.8"	"-"	"protein_coding"	56528	"opposite"	"ENST00000299338.11"	"ENST00000267843.9"	"chr15"	49715438	49780972	"FGF7"	"+"	"protein_coding"	"chr15"	49619166	49913015	"FAM227B"	"-"	"protein_coding"	65539	"opposite"
"331"	"801_ID"	"7026_ID"	"Ccdc146"	"Fgl2"	"chr5"	21372641	21378374	"ENSMUST00000035799.5"	"+"	"protein_coding"	"chr5"	21292960	21424677	"ENSMUST00000115245.7"	"-"	"protein_coding"	5733	"opposite"	"ENST00000285871.5"	"ENST00000248598.6"	"chr7"	76822685	76829136	"FGL2"	"-"	"protein_coding"	"chr7"	76751931	76924521	"CCDC146"	"+"	"protein_coding"	6480	"opposite"
"332"	"805_ID"	"7028_ID"	"Cmss1"	"Filip1l"	"chr16"	57353092	57573126	"ENSMUST00000159816.7"	"+"	"protein_coding"	"chr16"	57301999	57606846	"ENSMUST00000114371.4"	"-"	"protein_coding"	220034	"opposite"	"ENST00000421999.8"	"ENST00000354552.7"	"chr3"	99551987	99833357	"FILIP1L"	"-"	"protein_coding"	"chr3"	99536705	99900576	"CMSS1"	"+"	"protein_coding"	284373	"opposite"
"333"	"807_ID"	"7044_ID"	"Macrod1"	"Flrt1"	"chr19"	7092000	7105729	"ENSMUST00000113383.3"	"-"	"protein_coding"	"chr19"	7056809	7198057	"ENSMUST00000040261.6"	"+"	"protein_coding"	13729	"opposite"	"ENST00000255681.7"	"ENST00000246841.3"	"chr11"	63870659	63886645	"FLRT1"	"+"	"protein_coding"	"chr11"	63766029	63933585	"MACROD1"	"-"	"protein_coding"	15986	"opposite"
"334"	"808_ID"	"7045_ID"	"Macrod2"	"Flrt3"	"chr2"	140650913	140671450	"ENSMUST00000172544.7"	"-"	"protein_coding"	"chr2"	140395308	142392966	"ENSMUST00000110067.7"	"+"	"protein_coding"	20556	"opposite"	"ENST00000217246.8"	"ENST00000341420.5"	"chr20"	14303630	14318258	"FLRT3"	"-"	"protein_coding"	"chr20"	13976014	16033842	"MACROD2"	"+"	"protein_coding"	14630	"opposite"
"335"	"809_ID"	"7051_ID"	"Cyfip2"	"Fndc9"	"chr11"	46235530	46239872	"ENSMUST00000060185.2"	"+"	"protein_coding"	"chr11"	46193849	46312859	"ENSMUST00000093165.11"	"-"	"protein_coding"	4342	"opposite"	"ENST00000620254.5"	"ENST00000312349.5"	"chr5"	156768605	156772685	"FNDC9"	"-"	"protein_coding"	"chr5"	156693132	156822602	"CYFIP2"	"+"	"protein_coding"	4080	"opposite"
"336"	"818_ID"	"7085_ID"	"Rad54b"	"Fsbp"	"chr4"	11579664	11587591	"ENSMUST00000180239.1"	"+"	"protein_coding"	"chr4"	11558971	11615805	"ENSMUST00000070755.12"	"+"	"protein_coding"	7927	"same"	"ENST00000336148.10"	"ENST00000517506.2"	"chr8"	95390604	95449180	"FSBP"	"-"	"nonsense_mediated_decay"	"chr8"	95384187	95487343	"RAD54B"	"-"	"protein_coding"	58576	"same"
"337"	"826_ID"	"7102_ID"	"Poc1b"	"Galnt4"	"chr10"	99108158	99113247	"ENSMUST00000161240.3"	"+"	"protein_coding"	"chr10"	99107102	99198074	"ENSMUST00000159990.1"	"+"	"protein_coding"	5089	"same"	"ENST00000313546.8"	"ENST00000529983.3"	"chr12"	89913188	89918573	"GALNT4"	"-"	"protein_coding"	"chr12"	89813494	89919824	"POC1B"	"-"	"protein_coding"	5385	"same"
"338"	"849_ID"	"7484_ID"	"Tspear"	"Gm10024"	"chr10"	77711456	77712009	"ENSMUST00000075421.6"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	553	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"339"	"849_ID"	"7490_ID"	"Tspear"	"Gm10024"	"chr10"	77711456	77712009	"ENSMUST00000075421.6"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	553	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"340"	"851_ID"	"7484_ID"	"Tspear"	"Gm10100"	"chr10"	77726485	77726848	"ENSMUST00000179726.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	363	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"341"	"851_ID"	"7490_ID"	"Tspear"	"Gm10100"	"chr10"	77726485	77726848	"ENSMUST00000179726.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	363	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"342"	"855_ID"	"7484_ID"	"Tspear"	"Gm10142"	"chr10"	77715806	77716169	"ENSMUST00000179767.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	363	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"343"	"855_ID"	"7490_ID"	"Tspear"	"Gm10142"	"chr10"	77715806	77716169	"ENSMUST00000179767.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	363	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"344"	"861_ID"	"7484_ID"	"Tspear"	"Gm10272"	"chr10"	77706625	77706975	"ENSMUST00000092371.4"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	350	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"345"	"861_ID"	"7490_ID"	"Tspear"	"Gm10272"	"chr10"	77706625	77706975	"ENSMUST00000092371.4"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	350	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"346"	"865_ID"	"7476_ID"	"Tspear"	"Gm10318"	"chr10"	77852858	77853788	"ENSMUST00000186874.2"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	930	"same"	"ENST00000323084.9"	"ENST00000334670.9"	"chr21"	46066330	46067567	"KRTAP10-11"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1237	"opposite"
"347"	"865_ID"	"7484_ID"	"Tspear"	"Gm10318"	"chr10"	77852858	77853788	"ENSMUST00000186874.2"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	930	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"348"	"865_ID"	"7490_ID"	"Tspear"	"Gm10318"	"chr10"	77852858	77853788	"ENSMUST00000186874.2"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	930	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"349"	"956_ID"	"6489_ID"	"Acaca"	"Gm11437"	"chr11"	84148350	84167476	"ENSMUST00000050771.7"	"-"	"protein_coding"	"chr11"	84129671	84214290	"ENSMUST00000133811.2"	"+"	"protein_coding"	19126	"opposite"	"ENST00000616317.5"	"ENST00000615133.2"	"chr17"	35732926	35749662	"C17orf78"	"+"	"protein_coding"	"chr17"	35441926	35766927	"ACACA"	"-"	"protein_coding"	16736	"opposite"
